Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
FRO,6.4,7.05,UP,2797256600,Consumer Discretionary,64.80M,903.30M,79,1.60,43.87,-,3.19,1.48,-,1.22,0.31,21.10%,3.80%,0.20%,7.20%,206.98M,0.25
FRT,82.27,137.12,UP,8020428280,Real Estate,271.50M,1.02B,310,2.30,29.90,-,8.08,3.12,115.15,1.56,3.48,96.30%,11.00%,6.00%,26.60%,80.91M,1.15
FSLY,86.14,37.23,DOWN,1032730000,Technology,-194.40M,389.40M,976,3.20,-,-,2.73,1.07,-,0.76,-1.64,67.20%,-19.40%,-11.00%,-49.90%,121.24M,1.23
FSS,32.41,42.87,UP,2835509917,Technology,102.70M,1.30B,3900,1.70,28.31,1.77,2.15,3.53,-,0.40,1.67,97.90%,13.10%,9.70%,7.90%,60.40M,1.02
FTCH,62,34.01,DOWN,3224025901,Consumer Discretionary,1.67B,2.34B,6464,2.30,2.23,-,1.33,3.25,-,0.80,3.64,96.60%,412.30%,-58.50%,71.40%,382.81M,2.80
FTI,6.89,5.84,DOWN,4777614878,Industrials,-162.40M,6.53B,20610,2.30,-,-,0.82,1.74,47.02,0.45,-0.36,99.20%,-6.80%,-2.50%,-3.50%,450.10M,1.80
FTK,1.98,1.18,DOWN,88409503,Energy,-20.20M,64.60M,131,3.00,-,-,1.41,2.40,-,2.34,-0.27,36.90%,-75.30%,-121.70%,-31.20%,74.86M,1.79
FTS,40.81,47.96,UP,18616643000,Utilities,1.29B,10.46B,9095,3.00,14.44,2.72,2.45,0.96,-,1.49,2.70,55.55%,7.00%,5.10%,12.30%,479.40M,0.19
FTV,68.81,76.03,UP,22604809284,Industrials,697.40M,5.67B,18000,2.10,33.51,3.99,4.02,2.44,24.49,0.38,1.93,97.20%,7.30%,5.40%,12.20%,355.20M,1.13
FUBO,24.24,16.14,DOWN,675403720,Industrials,-474.70M,851.70M,530,2.60,-,-,0.79,1.06,-,0.65,-3.02,44.10%,-73.30%,-35.50%,-55.70%,185.30M,3.04
FUL,52.5,80.44,UP,3711113962,Industrials,182.90M,3.69B,6500,2.20,21.53,1.46,1.02,2.43,-,1.22,3.32,99.20%,11.40%,5.90%,5.00%,53.64M,1.51
FUN,39.64,50.09,UP,2346614904,Consumer Discretionary,83.00M,1.71B,4000,2.00,27.74,-,1.31,-,8.30,-,1.44,67.90%,-11.50%,6.70%,4.80%,56.76M,1.56
FVRR,198.75,117.57,DOWN,1152285970,Consumer Discretionary,-92.70M,325.80M,787,2.20,-,-,3.14,4.26,32.96,1.90,-2.53,53.90%,-31.00%,-6.30%,-28.50%,37.03M,1.67
G,40.48,53.18,UP,8891621847,Consumer Discretionary,343.30M,4.25B,109600,-,25.81,2.21,2.00,4.89,28.51,0.90,1.80,-,18.40%,11.00%,8.10%,184.42M,1.31
GATO,15.38,10.13,DOWN,227452485,Basic Materials,-,-,21,3.00,-,-,-,0.63,-,-,-0.21,87.15%,-,-,-,69.13M,-
GATX,82.26,103.11,UP,3669258500,Consumer Discretionary,168.50M,1.27B,1863,1.60,22.32,1.86,2.85,1.90,-,3.28,4.69,-,8.40%,3.10%,13.30%,35.20M,1.08
GB,13.04,6.36,DOWN,794975039,Technology,-58.10M,163.40M,1411,-,-,-,4.87,99.00,-,110.87,-0.32,88.70%,46.10%,-12.70%,-35.60%,181.05M,0.46
GBCI,45.62,56.54,UP,6346126789,Finance,274.20M,797.40M,3396,2.70,23.42,2.34,8.10,2.32,19.70,0.40,2.48,72.90%,9.30%,13.10%,34.40%,110.77M,0.81
GBLI,28.28,25.1,DOWN,351607263,Finance,-9.90M,634.50M,360,-,-,-,0.53,0.52,7.08,0.00,-0.71,71.00%,-1.50%,4.80%,-1.60%,14.54M,0.36
GBTG,10.4,9.86,DOWN,314906032,Technology,-19.40M,1.32B,17500,2.20,-,-,1.94,0.78,-,0.01,-0.19,62.20%,0.90%,-,-,102.10M,-
GBX,35.42,45.48,UP,1155559346,Industrials,46.90M,2.98B,14400,2.20,27.11,3.87,0.40,0.96,-,1.23,1.39,96.20%,3.70%,3.50%,1.60%,32.60M,1.47
GCI,3.17,5.23,UP,211949027,Consumer Discretionary,-64.40M,3.12B,16300,4.50,-,-,0.09,0.60,-,2.66,-0.49,68.60%,-12.60%,0.70%,-2.10%,137.13M,2.32
GD,145.94,207.54,UP,68219925829,Industrials,3.35B,38.85B,103100,2.10,20.95,1.95,1.78,3.90,21.26,0.65,12.01,87.30%,19.00%,12.00%,8.60%,273.92M,0.90
GDDY,81.78,84.2,UP,12586092431,Technology,343.50M,4.00B,6611,1.90,33.38,1.11,2.73,-,12.99,-,2.06,99.40%,-146.40%,9.40%,8.60%,159.82M,0.95
GDOT,55.9,35.89,DOWN,1028240867,Finance,50.30M,1.43B,1200,2.70,19.70,1.53,0.66,1.08,5.91,3.72,0.92,96.50%,5.00%,1.20%,3.50%,53.93M,0.97
GE,83.76,94.7,UP,85249968283,Consumer Discretionary,-5169.00M,75.14B,168000,2.10,-,-,1.21,2.90,46.79,0.97,-4.70,71.00%,-16.70%,-5.80%,-8.10%,1.09B,1.22
GEL,6.12,10.6,UP,1416251933,Energy,-109.50M,2.66B,1903,2.70,-,-,0.52,2.46,-,7.66,-0.89,74.80%,-18.40%,1.60%,-4.10%,122.58M,2.24
GEO,8.75,7.72,DOWN,1049184831,Real Estate,71.40M,2.31B,15800,2.50,16.29,1.09,0.51,1.07,-,2.68,0.58,86.90%,-,4.30%,-,121.12M,0.55
GFF,20.36,28.4,UP,1844306412,Industrials,135.60M,2.52B,6700,1.20,12.49,0.61,0.71,1.79,-,1.75,2.52,77.40%,28.70%,7.10%,9.70%,51.73M,1.55
GFI,10.52,10.96,UP,7027491134,Basic Materials,789.30M,4.20B,5957,2.20,9.85,1.37,1.88,2.10,-,0.36,0.88,30.40%,-,24.70%,-,891.38M,0.68
GGB,4.95,4.89,DOWN,8261198916,Industrials,3.15B,16.64B,40061,1.70,2.80,0.52,0.49,0.96,5.59,0.28,1.85,22.40%,37.70%,29.70%,19.00%,1.70B,1.52
GGG,70.6,80.25,UP,11690857771,Industrials,454.70M,2.13B,3800,2.60,26.08,2.51,5.36,6.46,331.31,0.07,2.62,91.00%,26.20%,24.30%,21.40%,169.17M,0.81
GHC,525.91,591,UP,3046787744,Consumer Discretionary,151.50M,3.52B,18000,4.00,20.79,1.15,0.86,0.72,96.56,0.15,30.74,81.90%,3.50%,-0.30%,4.30%,4.84M,1.03
GHG,13.8,8.19,DOWN,257624658,Consumer Discretionary,16.10M,165.20M,2892,2.00,16.67,2.99,1.62,1.05,13.76,0.38,0.16,15.10%,5.60%,1.80%,9.70%,103.05M,0.64
GHL,12.4,18.2,UP,127706513,Finance,18.20M,286.90M,364,3.20,33.53,-,0.61,3.68,2.79,5.40,0.30,58.80%,23.10%,14.60%,6.30%,18.24M,1.09
GHLD,17.25,14.2,DOWN,527740898,Finance,380.50M,1.43B,5100,2.20,1.43,-,0.37,0.45,0.43,1.59,6.19,23.00%,36.50%,9.00%,26.60%,61.06M,-
GHM,14.7,12.19,DOWN,94641548,Industrials,-5.00M,138.70M,491,2.00,-,-,0.72,1.02,-,0.18,-0.47,68.60%,-5.10%,-7.70%,-3.60%,10.61M,0.60
GIC,35.79,40.5,UP,1203442653,Technology,87.90M,1.15B,1480,2.00,10.52,0.58,0.82,4.56,-,0.05,2.31,31.70%,60.50%,44.60%,9.40%,38.00M,0.80
GIL,27.36,42.15,UP,5754931760,Consumer Discretionary,666.80M,3.26B,51000,1.90,8.21,4.56,1.60,2.83,12.76,0.49,3.46,83.30%,35.40%,24.10%,20.50%,185.51M,1.30
GIS,59.03,67.05,UP,48408767614,Consumer Staples,2.90B,19.17B,32500,3.10,16.65,3.07,2.49,4.49,31.37,1.09,4.75,78.60%,28.70%,13.50%,15.10%,600.20M,0.32
GKOS,70.43,45.84,DOWN,2709689297,Health Care,-55.80M,288.30M,727,2.30,-,-,7.98,3.96,-,0.00,-1.19,92.40%,-9.50%,-3.50%,-19.40%,47.36M,1.26
GL,92.4,94.14,UP,11242339673,Finance,706.10M,5.19B,3222,2.70,16.00,1.07,2.15,2.09,8.26,0.40,7.09,84.10%,9.90%,7.80%,14.10%,98.22M,0.84
GLOB,210.32,315.14,UP,7902565363,Technology,128.20M,1.55B,25900,1.70,53.37,-,4.32,4.86,-,0.11,3.00,97.40%,9.70%,8.00%,8.30%,41.83M,1.41
GLOP,2.78,4.13,UP,405213211,Energy,-37.10M,339.10M,2397,3.00,-,-,1.23,0.68,1.99,1.60,-0.73,24.10%,-3.30%,2.40%,-6.00%,52.76M,2.37
GLP,16.9,23.28,UP,1159704239,Energy,227.10M,17.24B,3490,3.00,4.50,-,0.06,1.93,3.71,2.05,6.66,28.10%,53.20%,8.40%,1.30%,33.93M,1.38
GLS,10.27,9.96,DOWN,25166618,Health Care,-,15.60M,108,-,-,-,1.13,3.60,-,6.51,-,34.10%,-,32.00%,-,72.42M,-
GLT,16.28,17.32,UP,127222074,Basic Materials,-113.60M,1.36B,3250,2.00,-,-,0.11,0.42,-,2.08,-2.54,86.00%,-23.70%,1.70%,-8.30%,44.84M,1.42
GLW,34.92,37.21,UP,27192835738,Technology,1.84B,14.46B,61200,2.00,15.46,1.80,1.91,2.47,95.66,0.60,2.14,71.10%,15.40%,8.40%,12.70%,843.00M,1.05
GM,40.51,58.13,UP,55876004633,Consumer Discretionary,8.63B,147.21B,157000,2.00,6.69,0.43,0.38,0.87,7.15,1.73,5.89,85.20%,13.70%,3.90%,5.90%,1.45B,1.32
GME,4.31,38.83,UP,8593798274,Consumer Discretionary,-519.50M,6.06B,12000,4.00,-,-,1.29,5.83,-,0.03,-1.71,27.30%,-33.80%,-22.60%,-8.60%,304.20M,-0.35
GMED,63.34,72.51,UP,6659468471,Health Care,155.00M,973.90M,2400,2.20,43.01,5.92,6.57,3.81,40.91,0.00,1.49,77.40%,8.90%,8.10%,15.90%,100.67M,1.06
GMRE,12.51,17.83,UP,594663801,Real Estate,12.40M,125.90M,26,1.70,47.64,5.29,4.77,1.07,61.24,1.18,0.19,69.50%,2.20%,1.50%,9.80%,65.51M,1.06
GNE,7.31,5.53,DOWN,255405473,Utilities,72.30M,304.20M,186,3.00,3.57,-,0.77,1.69,2.48,0.00,2.72,26.00%,68.70%,-,25.10%,25.46M,0.36
GNK,7.58,15.52,UP,570333899,Consumer Discretionary,237.10M,612.50M,990,1.90,2.65,-,0.96,0.65,3.04,0.00,5.54,70.80%,26.10%,17.00%,38.70%,42.38M,1.03
GNL,16.95,15.33,DOWN,1268618826,Real Estate,-6.70M,394.60M,1,2.50,-,-,3.36,0.88,19.72,1.58,-0.06,73.80%,-0.40%,2.50%,-1.70%,103.65M,1.15
GNRC,224.56,352.96,UP,7375343420,Consumer Discretionary,500.10M,4.44B,8955,1.60,12.65,2.05,1.42,2.58,132.75,0.57,7.75,94.30%,22.90%,18.30%,11.30%,63.66M,1.17
GNW,2.69,4.12,UP,2367464580,Finance,799.00M,7.58B,2500,-,2.98,0.60,0.31,0.20,3.91,0.15,1.55,78.10%,6.10%,6.20%,11.40%,509.00M,1.13
GOL,9.05,6.15,DOWN,5784933176,Consumer Discretionary,-888.50M,2.59B,13751,2.40,-,-,2.14,-,20.28,-,-4.44,9.40%,22.70%,-226.30%,-34.40%,197.41M,1.08
GOLF,40.84,53.11,UP,3311921692,Consumer Discretionary,160.30M,2.21B,6500,2.60,20.12,4.02,1.37,2.97,-,0.37,2.17,52.10%,14.80%,14.40%,7.30%,72.91M,0.78
GOTU,48.75,1.89,DOWN,174552170,Real Estate,-103.40M,500.10M,9015,3.70,-,-,0.38,0.46,-,0.00,-0.40,15.10%,-26.40%,-111.80%,-20.70%,258.27M,-1.09
GPC,98.44,139.38,UP,25093547205,Consumer Discretionary,1.19B,21.38B,52000,2.80,21.62,4.70,1.18,6.94,39.53,0.88,8.33,82.00%,33.00%,14.70%,5.60%,141.34M,1.00
GPI,124.44,194.24,UP,2637048000,Consumer Discretionary,738.20M,15.42B,13711,2.20,3.89,0.34,0.16,1.22,4.99,1.21,45.55,99.71%,33.10%,16.10%,4.30%,15.20M,1.49
GPK,16.9,19.37,UP,7045288709,Basic Materials,405.00M,9.04B,25000,2.00,17.36,0.60,0.77,3.59,10.60,2.81,1.31,97.70%,21.10%,4.30%,4.50%,308.80M,0.99
GPMT,9.64,11.72,UP,410955264,Real Estate,9.00M,192.30M,33,2.20,49.32,10.05,1.97,0.37,-,2.89,0.15,67.30%,0.90%,1.70%,4.70%,53.51M,1.57
GPN,207.22,136.29,DOWN,31727805859,Consumer Discretionary,70.60M,8.92B,25000,1.90,442.59,31.10,3.10,1.20,19.70,0.61,0.22,88.20%,0.30%,3.20%,0.80%,275.03M,1.03
GPRK,12.6,11.16,DOWN,881857260,Energy,172.80M,936.70M,463,1.70,5.54,-,0.95,47.39,4.69,31.86,2.83,45.50%,-410.30%,18.70%,18.40%,60.05M,1.52
GPS,19.22,17.9,DOWN,4100682559,Consumer Discretionary,-397.00M,15.80B,97000,3.30,-,-,0.25,1.78,-,0.80,-1.07,60.50%,-14.80%,9.50%,-2.40%,367.00M,1.79
GRBK,21.86,30.1,UP,1066022764,Consumer Discretionary,273.40M,1.71B,540,2.60,3.74,2.17,0.53,1.09,12.59,0.45,5.46,84.70%,32.60%,14.80%,16.00%,48.05M,1.56
GRC,31.65,44.21,UP,707695348,Industrials,15.30M,469.20M,1150,1.00,48.10,3.21,1.55,2.27,-,1.31,0.59,62.90%,4.60%,9.00%,3.30%,26.09M,0.73
GRMN,118.8,136.71,UP,16887509137,Industrials,966.40M,4.95B,18700,-,17.32,3.09,3.37,2.84,-,0.00,5.00,55.40%,16.00%,17.90%,19.50%,192.67M,0.98
GS,265,385.52,UP,117766089070,Finance,13.39B,61.63B,47000,2.20,9.66,-,1.98,1.20,-,8.66,37.54,70.80%,17.90%,2.20%,29.60%,355.00M,1.39
GSK,38.42,44.92,UP,67335436996,Health Care,4.51B,37.53B,90096,2.20,12.67,1.09,1.72,2.74,10.70,1.35,2.52,14.20%,28.90%,14.80%,13.90%,2.03B,0.70
GSL,11.75,22.49,UP,630517668,Consumer Discretionary,253.70M,600.20M,7,1.50,2.60,0.22,1.06,0.80,2.14,1.33,6.97,53.00%,33.90%,13.30%,42.30%,36.76M,1.72
GTES,12.5,15.87,UP,3144670852,Industrials,217.50M,3.48B,15050,2.20,15.18,9.66,0.89,1.07,26.54,0.87,0.74,-,7.20%,8.20%,6.20%,281.77M,1.58
GTLS,118.41,159.22,UP,8237316155,Technology,76.50M,1.55B,4771,1.90,128.14,2.47,5.41,5.22,1353.48,0.52,1.84,-,4.70%,3.00%,4.90%,36.64M,1.48
GTN,17.6,20.35,UP,1304718549,Industrials,121.00M,3.02B,8608,1.70,7.30,0.20,0.27,0.47,7.08,3.65,1.28,92.60%,6.80%,3.60%,4.00%,93.00M,1.65
GTY,26.99,32.15,UP,1471171808,Real Estate,78.90M,161.80M,31,2.20,18.76,-,9.11,1.98,140.33,0.83,1.70,73.80%,10.60%,5.20%,49.20%,46.73M,0.91
GVA,26.62,38.26,UP,1478385210,Industrials,28.10M,2.64B,1900,2.20,50.13,7.16,0.55,1.57,-,0.30,0.68,-,6.90%,0.20%,2.40%,43.97M,1.43
GWH,10.1,11.64,UP,643119505,Industrials,-253.10M,0.70M,160,2.00,-,-,890.45,3.27,-,0.01,-2.70,40.90%,-432.90%,-,-,152.72M,-
GWRE,126.06,113.09,DOWN,4997133515,Technology,-180.40M,812.60M,3376,2.40,-,-,5.72,3.14,-,0.25,-2.16,-,-12.30%,-8.30%,-22.20%,83.96M,1.25
GWW,393.72,516.66,UP,29460526448,Consumer Discretionary,1.45B,14.79B,22700,2.50,21.13,0.76,2.01,13.10,55.03,1.00,28.17,74.20%,68.30%,27.80%,9.80%,50.80M,1.24
H,71,95.01,UP,10283529468,Consumer Discretionary,224.00M,4.69B,44000,2.50,43.54,-,2.10,2.74,17.06,1.05,2.07,-,6.30%,-7.90%,4.80%,109.95M,1.37
HAE,119.07,53.56,DOWN,4355748170,Health Care,67.70M,1.03B,2821,2.30,63.55,6.36,4.23,5.56,49.42,1.00,1.31,-,9.20%,4.00%,6.60%,51.22M,0.39
HAL,18.83,22.76,UP,33134626893,Energy,1.74B,18.99B,40000,2.00,20.49,0.39,1.89,4.71,85.91,0.00,1.93,83.90%,24.40%,12.60%,9.20%,908.00M,2.24
HASI,62.91,53.64,DOWN,2387705168,Real Estate,85.70M,223.90M,99,2.20,31.18,2.87,11.04,1.58,-,1.81,0.91,96.60%,5.60%,3.20%,38.30%,87.05M,1.52
HBI,14.45,16.8,UP,2388509831,Consumer Discretionary,446.90M,6.63B,59000,2.80,5.56,-,0.37,3.47,-,5.28,1.27,92.40%,59.70%,17.00%,6.40%,349.77M,1.49
HCA,163.64,258.11,UP,62459466728,Health Care,5.38B,59.80B,204000,1.80,12.10,2.36,1.01,-,15.51,-,17.71,67.30%,-370.80%,22.50%,11.40%,292.53M,1.70
HCI,51.75,86.43,UP,334285977,Finance,-14.20M,464.50M,513,2.30,-,-,0.68,1.35,523.44,0.89,-1.66,68.60%,-4.80%,3.60%,-3.10%,9.02M,0.80
HD,263.92,409.94,UP,303115162508,Consumer Discretionary,16.89B,155.24B,490600,2.10,17.84,1.14,1.91,1262.04,85.76,173.11,16.27,71.30%,-,46.20%,10.90%,1.02B,0.96
HDB,70,64.71,DOWN,116040813000,Finance,4.66B,16.11B,129341,1.00,25.57,1.29,6.41,3.93,16.49,0.62,2.52,18.20%,17.10%,12.10%,29.00%,1.85B,0.78
HE,34.7,41.6,UP,4146689243,Utilities,239.60M,3.21B,3597,3.50,17.11,13.16,1.28,1.83,-,1.23,2.18,57.70%,10.30%,6.70%,7.50%,109.43M,0.39
HEI,127.62,144.4,UP,22338200567,Industrials,340.50M,2.11B,5600,2.20,63.43,4.58,8.89,8.69,49.44,0.10,2.47,71.40%,14.50%,13.40%,16.20%,135.98M,1.15
HES,52.8,73.96,UP,44030335782,Energy,1.86B,10.63B,1545,2.30,24.74,0.38,4.27,6.46,28.30,1.19,6.01,89.80%,11.40%,8.40%,6.80%,309.70M,1.61
HESM,19.19,27.61,UP,1280922847,Energy,79.00M,1.28B,199,2.50,14.45,1.30,6.05,5.18,13.53,11.81,2.04,88.90%,27.60%,25.70%,4.30%,43.70M,1.63
HGV,30.11,51.63,UP,4645930662,Consumer Discretionary,298.00M,3.49B,13000,1.70,14.57,0.43,1.25,2.15,7.63,1.83,2.54,99.90%,14.90%,4.80%,8.50%,121.00M,1.98
HHC,77.57,100.54,UP,3085875058,Real Estate,141.50M,1.51B,646,1.80,22.55,1.13,2.02,0.93,-,1.41,2.75,98.00%,3.90%,2.30%,9.40%,50.79M,1.39
HI,38.52,51.8,UP,3065156960,Consumer Discretionary,207.10M,2.95B,10500,1.70,15.78,1.32,1.03,2.83,45.60,0.00,2.83,89.90%,17.20%,13.70%,7.00%,71.40M,1.42
HIG,48.29,69.12,UP,23084439278,Finance,1.93B,22.16B,18100,2.00,12.88,0.87,1.04,1.89,6.54,0.00,5.74,95.40%,13.00%,11.60%,8.70%,322.10M,0.92
HII,164.05,185.23,UP,10251390322,Industrials,585.00M,10.25B,44000,2.70,16.78,1.21,0.95,3.32,30.72,1.05,14.56,90.30%,21.70%,7.10%,5.70%,40.10M,0.67
HIL,1.91,1.91,DOWN,192920016,Consumer Discretionary,-0.20M,396.80M,2578,-,-,-,0.48,1.95,-,0.59,-0.00,60.40%,-0.20%,1.00%,-0.10%,57.79M,1.22
HIMS,15.68,6.38,DOWN,937292210,Consumer Discretionary,-83.00M,373.70M,398,2.50,-,-,2.57,2.96,-,0.00,-0.41,55.60%,-24.90%,-33.50%,-22.20%,203.95M,-
HIW,38.23,44.9,UP,2966573956,Real Estate,253.90M,820.40M,348,2.40,11.70,1.46,3.63,1.20,17.03,1.20,2.42,-,10.30%,4.40%,31.00%,105.18M,1.09
HL,6.79,5.15,DOWN,2720771651,Basic Materials,1.00M,756.40M,1650,2.30,2395.00,-,3.50,1.45,57.89,0.00,0.00,63.20%,0.10%,5.00%,0.10%,539.40M,1.96
HLF,49.89,41.27,DOWN,2060945731,Health Care,305.10M,5.34B,10800,-,5.38,-,0.34,-,8.02,-,3.04,94.70%,-21.70%,43.50%,5.70%,98.00M,1.16
HLI,66.89,103.27,UP,6152214295,Finance,370.40M,2.27B,2257,3.00,17.34,1.99,2.79,4.19,10.31,0.00,5.41,-,30.00%,30.50%,19.30%,63.28M,0.73
HLIO,51.92,104.83,UP,1844578163,Industrials,111.80M,923.10M,2350,1.20,14.78,3.70,1.78,2.21,19.90,0.56,3.43,98.80%,15.50%,10.60%,12.10%,32.50M,1.17
HLLY,10.06,13.1,UP,468828527,Consumer Discretionary,9.20M,718.90M,1721,2.20,39.04,-,0.54,0.98,-,1.67,0.08,96.50%,2.70%,5.60%,1.30%,116.93M,-
HLT,107.46,154.98,UP,36765790951,Consumer Discretionary,1.07B,8.16B,142000,2.20,33.48,0.73,4.32,-,28.15,-,3.85,-,-133.40%,9.90%,13.20%,273.00M,1.22
HLX,4.24,3.14,DOWN,1068061551,Energy,-116.40M,753.90M,1327,2.10,-,-,1.42,0.72,74.44,0.18,-0.77,89.20%,-7.40%,-2.00%,-15.40%,151.33M,3.02
HMC,27.76,28.24,UP,38911403138,Consumer Discretionary,4.26B,99.51B,204035,1.00,9.46,0.72,0.43,0.53,3.50,0.74,2.48,5.30%,6.20%,3.00%,4.30%,1.71B,0.74
HMN,41.46,38.76,DOWN,1615858684,Finance,58.80M,1.36B,1450,2.80,27.79,2.19,1.17,1.28,13.69,0.40,1.39,-,3.70%,6.80%,4.30%,41.80M,0.44
HMY,5.33,4.08,DOWN,1710727341,Basic Materials,-57.50M,2.33B,38459,3.50,-,-,0.77,1.04,8.14,0.11,-0.10,32.00%,13.30%,15.40%,9.10%,610.00M,1.18
HNI,33.33,41.94,UP,1201130383,Consumer Discretionary,115.80M,2.40B,7900,2.50,10.46,1.05,0.50,2.13,-,0.58,2.74,79.60%,10.00%,8.60%,2.50%,41.80M,0.95
HOG,36.15,37.65,UP,6267420128,Consumer Discretionary,721.10M,5.63B,5800,2.40,9.46,0.22,1.15,2.55,8.91,2.96,4.82,93.10%,24.50%,6.90%,10.90%,147.21M,1.38
HOMB,19.51,24.35,UP,5239413024,Finance,262.90M,755.90M,1992,2.00,17.34,3.47,6.80,1.48,20.34,0.00,1.45,64.70%,10.00%,15.30%,38.70%,205.68M,1.19
HOUS,13.23,16.92,UP,851532581,Finance,213.00M,7.56B,9665,2.30,3.78,0.14,0.10,0.36,2.24,1.38,1.81,-,15.40%,9.30%,4.40%,116.50M,2.18
HOV,31.85,126.93,UP,258988590,Consumer Discretionary,190.60M,2.85B,1784,3.00,1.37,-,0.11,1.28,-,6.58,29.25,54.10%,151.50%,51.00%,5.70%,6.49M,2.34
HP,23.14,24.03,UP,5229755144,Energy,-119.50M,1.77B,5932,2.40,-,-,3.13,2.02,374.97,0.20,-1.11,96.70%,-4.30%,-8.20%,-6.70%,105.29M,1.75
HPE,11.57,15.89,UP,18444857344,Telecommunications,3.73B,27.98B,60400,2.40,5.16,0.91,0.66,0.91,18.51,0.67,2.79,86.00%,18.30%,10.00%,13.30%,1.30B,1.22
HPP,22.95,24.82,UP,1560364291,Real Estate,-28.50M,964.10M,560,3.10,-,-,1.60,0.53,8.68,1.45,-0.19,-,-0.90%,1.90%,-3.00%,143.82M,1.00
HPQ,24.11,37.75,UP,27829297704,Technology,6.30B,64.86B,51000,3.10,5.01,4.08,0.44,-,8.01,-,5.74,86.00%,-307.70%,112.70%,9.70%,1.02B,1.00
HR,28.7,31.94,UP,7757495524,Real Estate,86.30M,675.20M,357,2.10,40.16,-,11.13,1.36,206.48,0.98,0.49,68.10%,2.90%,2.40%,12.70%,380.55M,0.70
HRB,15.66,23.62,UP,6557592108,Consumer Discretionary,558.20M,3.46B,3800,2.20,11.55,0.77,1.82,29.96,11.23,0.00,3.45,92.10%,-,38.10%,15.90%,159.63M,0.61
HRI,63.36,153.83,UP,3428182825,Consumer Discretionary,303.90M,2.53B,5600,1.90,12.66,1.03,1.42,3.48,5.04,2.56,10.03,99.88%,29.40%,10.60%,12.00%,29.70M,2.55
HRL,46.31,48.57,UP,25392726610,Consumer Staples,1.00B,12.63B,20000,3.00,25.74,2.94,2.03,3.49,51.74,0.45,1.83,41.20%,13.90%,8.80%,7.90%,546.08M,0.17
HRTG,10.43,6.02,DOWN,40252180,Finance,-184.30M,656.50M,648,1.70,-,-,0.06,0.26,-,0.81,-6.85,49.40%,-60.90%,-13.70%,-28.10%,26.45M,0.69
HSBC,25.74,30.17,UP,103773898735,Finance,11.99B,41.05B,220075,1.00,9.11,0.43,2.63,0.59,-,0.49,3.03,1.30%,7.30%,5.70%,31.70%,3.83B,0.57
HSC,17.07,16.86,DOWN,417810710,Industrials,-107.80M,1.68B,12000,2.20,-,-,0.24,0.82,-,2.23,-1.36,99.23%,-6.30%,3.50%,-2.60%,79.51M,1.83
HSY,150.9,191.27,UP,48919295331,Consumer Staples,1.63B,9.72B,16620,2.50,32.03,3.10,4.85,16.30,49.84,1.73,7.16,78.70%,58.80%,20.70%,16.80%,205.48M,0.36
HT,7.49,9.11,UP,363810459,Real Estate,76.80M,402.90M,28,2.60,4.80,0.17,0.84,0.62,10.37,1.88,1.84,68.20%,-16.10%,-2.00%,-22.30%,39.40M,2.05
HTGC,14.21,16.55,UP,1849416743,Finance,12.00M,279.90M,90,2.40,136.88,27.38,6.79,1.40,-,1.13,0.11,26.70%,0.90%,5.70%,4.30%,130.15M,1.45
HTH,27.17,35.23,UP,1877674643,Finance,149.80M,534.20M,4900,3.20,14.44,0.96,3.53,0.92,1.76,0.71,2.01,63.30%,6.60%,9.40%,28.00%,64.55M,1.12
HUBB,156.06,207.44,UP,12740633814,Technology,469.80M,4.44B,18300,2.60,27.41,2.74,2.85,5.50,48.13,0.62,8.67,92.10%,24.70%,11.40%,12.60%,53.70M,1.04
HUBS,387.74,663.25,UP,14162303541,Technology,-95.80M,1.53B,7045,1.90,-,-,8.37,14.28,56.86,0.52,-2.01,93.60%,-12.30%,-5.00%,-6.90%,47.81M,1.57
HUM,412.19,466.28,UP,70537234654,Health Care,3.14B,89.38B,95500,1.90,22.64,1.53,0.79,4.53,29.99,0.85,24.51,96.00%,19.90%,9.20%,3.50%,126.52M,0.77
HUN,25,34.76,UP,5395715337,Industrials,1.26B,9.34B,9000,2.50,4.60,1.10,0.57,1.33,6.54,0.37,5.81,90.50%,30.30%,17.30%,13.50%,205.20M,1.16
HUYA,20.6,6.88,DOWN,443753909,Industrials,25.90M,1.44B,2067,2.90,19.72,-,0.34,0.34,-,0.00,0.11,62.30%,1.80%,-0.80%,1.80%,242.07M,0.66
HVT,27.94,30.94,UP,436308411,Consumer Discretionary,89.60M,1.02B,2845,1.00,6.34,0.48,0.50,1.98,-,0.00,5.02,97.70%,33.40%,35.40%,8.80%,16.61M,1.35
HWM,26.87,31.64,UP,14693220150,Industrials,433.00M,5.43B,19900,1.90,35.82,1.26,2.73,4.72,43.96,1.30,1.02,91.80%,12.90%,7.00%,8.00%,415.00M,1.60
HXL,46.58,51.89,UP,4668141019,Industrials,108.80M,1.51B,4863,2.80,44.43,-,3.12,3.31,99.18,0.55,1.28,98.10%,7.30%,2.00%,7.20%,84.40M,1.24
