Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Recom Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
REYN,31.02,31.22,UP,6402909696,Industrials,274.00M,3.69B,5600,2.6,22.2,6.35,1.67,3.42,79.85,1.18,1.3,32.30%,15.70%,9.60%,7.40%,209.90M,-
RFIL,4.95,7.85,UP,54742885,Technology,1.80M,83.40M,300,2,29.66,-,0.63,1.28,87.43,0.39,0.18,30.70%,4.50%,15.60%,2.20%,10.13M,1.09
RGCO,24.21,22.98,DOWN,208525547,Utilities,-20.30M,83.40M,99,1,-,-,2.6,2.04,-,1.24,-2.4,40.90%,-19.70%,4.80%,-24.40%,9.80M,-0.18
RGEN,190.66,260.98,UP,10104392426,Health Care,159.40M,778.80M,1852,1.7,63.05,2.1,12.24,5.37,206.4,0.16,2.77,93.50%,8.30%,7.10%,18.70%,55.44M,1.05
RGLD,110.28,104.73,DOWN,6224608958,Industrials,275.20M,651.70M,29,2.5,24.01,19.21,9.91,2.46,98.03,0,4.19,81.80%,10.50%,5.50%,42.20%,65.57M,0.59
RGLS,13,3.26,DOWN,22402361,Health Care,-29.70M,-,27,2.3,-,-,-,0.57,-,0.11,-2.61,60.30%,-67.80%,-,-,14.61M,1.6
RGNX,44.97,32.38,DOWN,1030170209,Health Care,90.70M,484.30M,372,2.1,15.71,7.85,1.75,1.4,7.13,0,1.3,90.40%,14.30%,19.20%,18.70%,43.11M,0.99
RGP,12.41,17.87,UP,618315774,Consumer Discretionary,72.40M,825.90M,4259,2.7,8.5,1.06,0.73,1.55,26.82,0.05,2.15,85.90%,19.60%,15.90%,8.80%,33.28M,0.76
RIBT,5.98,3.62,DOWN,7471128,Consumer Staples,-11.80M,35.70M,101,3,-,-,0.21,0.43,-,0.52,-2.29,6.60%,-63.70%,-35.60%,-32.90%,6.24M,0.17
RICK,37,77.49,UP,783850999,Consumer Discretionary,37.70M,251.20M,2529,-,19.98,0.5,2.97,3.24,21.37,0.81,4.01,46.90%,17.50%,13.10%,15.00%,9.39M,1.78
RIDE,20.38,3.58,DOWN,388202841,Consumer Discretionary,-202.90M,-,632,3.6,-,-,-,0.61,-,0.03,-1.09,30.90%,-39.40%,-,-,200.82M,1.19
RIGL,3.47,2.68,DOWN,123906369,Health Care,-84.50M,88.50M,165,2.7,-,-,1.27,-,-,-,-0.49,72.20%,-406.60%,-26.00%,-95.50%,172.15M,1.3
RILY,43.51,88.98,UP,1149441309,Finance,-43.40M,1.05B,1406,-,-,-,1.07,2.32,-,9.3,-1.73,49.10%,-6.90%,11.20%,-4.10%,28.05M,1.69
RIOT,16.48,23.5,UP,1155749720,Technology,-365.50M,308.40M,335,1.9,-,-,2.84,0.5,-,0,-2.85,32.80%,-30.40%,-1.70%,-,167.14M,4.14
RKDA,2.53,1.07,DOWN,10502830,Industrials,-19.70M,11.60M,58,2,-,-,0.77,0.26,-,0,-0.89,6.90%,-61.60%,-110.60%,-,24.64M,0.12
RKLB,10.3,12.03,UP,2394375586,Industrials,-148.90M,128.90M,758,1.9,-,-,16.88,3.08,-,0.16,-0.52,58.80%,-21.10%,-11.80%,-,464.72M,-
RLAY,40.44,31.47,DOWN,2660442885,Health Care,-267.10M,2.00M,305,2.1,-,-,1146.24,2.65,-,0,-2.59,-,-34.60%,-40.60%,-,120.89M,-
RLMD,32.98,21.71,DOWN,185669178,Health Care,-156.70M,-,10,1.4,-,-,-,0.88,-,0,-6.97,90.50%,-91.10%,-,-,29.94M,0.06
RMBL,30.44,42.31,UP,259410089,Consumer Discretionary,21.30M,1.67B,1949,1.6,-,-,0.09,0.34,5.57,1.08,-0.43,46.60%,4.70%,1.90%,1.30%,16.06M,2.4
RMBS,17.5,29.03,UP,3352882988,Technology,-21.40M,393.20M,690,2.2,-,-,9.31,4.75,18.28,0.06,-0.21,89.60%,-5.40%,1.90%,-11.50%,110.45M,1.17
RMCF,4.1,7.84,UP,41175922,Consumer Staples,-4.90M,32.20M,217,-,-,-,1.29,2.61,-,0,-0.79,34.90%,-26.50%,-1.80%,-15.20%,6.21M,0.99
RMNI,4.58,5.87,UP,496840575,Technology,63.10M,394.00M,1660,2.2,6.88,0.46,0.91,-,4.64,-,0.59,71.60%,-64.00%,1919.90%,16.00%,87.22M,0.86
RMR,36.67,34.4,DOWN,450304540,Finance,35.30M,763.80M,37000,2.8,12.55,-,1.12,2.21,8.7,0,2.16,84.90%,15.00%,30.20%,3.90%,16.34M,1.47
RMTI,11.33,4.51,DOWN,10239645,Health Care,-28.70M,66.10M,300,2,-,-,0.13,0.37,-,0.85,-20.6,18.20%,-395.60%,-,-43.30%,10.68M,1.02
RNA,25.47,23.93,DOWN,744895287,Health Care,-147.70M,8.00M,125,1.7,-,-,91.93,1.87,-,0,-3.12,-,-38.70%,-31.00%,-,49.93M,-
RNLX,16.4,16.28,DOWN,74517385,Health Care,-49.90M,2.60M,48,2,-,-,19.91,0.7,-,0,-1.38,16.70%,-,-,-,37.72M,-
RNST,33.57,37.91,UP,2262743526,Finance,156.80M,488.70M,2409,2.7,14.34,1.43,4.63,1.06,6.75,0.2,2.79,79.10%,7.00%,14.10%,31.00%,55.91M,1.18
RNWK,1.57,1,DOWN,33798877,Technology,-19.80M,52.90M,281,-,-,-,0.64,0.95,-,0,-0.42,27.40%,-48.10%,-40.00%,-38.90%,47.32M,1.2
ROAD,27.72,29.52,UP,1643401233,Industrials,16.20M,1.19B,805,1.3,93.51,2.53,1.23,3.39,-,0.82,0.3,98.02%,3.90%,3.50%,1.40%,51.79M,0.95
ROCC,10.67,27.13,UP,1724250000,Energy,112.00M,937.20M,136,2,7.14,0.24,1.8,2.27,5.67,1.54,5.61,89.50%,38.00%,29.00%,11.90%,20.89M,2.76
ROIC,12.89,19.57,UP,1795890132,Real Estate,49.80M,305.50M,68,2.1,38.01,4.75,5.79,1.36,43.28,1.04,0.38,-,3.90%,4.40%,16.30%,123.80M,1.39
ROIV,10.17,10.64,UP,3609964848,Health Care,-1094.90M,51.90M,863,1.6,-,-,66.73,2.55,-,0.3,-1.6,51.30%,-63.10%,-68.60%,-,695.88M,-
ROKU,317.9,236.2,DOWN,7624714346,Telecommunications,-46.00M,3.04B,3000,2.2,-,-,2.13,2.35,-,0.03,-0.36,77.10%,-1.70%,8.40%,-1.50%,136.85M,1.65
ROOT,288.9,55.62,DOWN,118716669,Finance,-409.20M,352.80M,1571,2.9,-,-,0.28,0.24,-,0.75,-29.33,71.60%,-80.70%,-93.40%,-,14.06M,-
ROST,117.07,114.27,DOWN,33189615851,Consumer Discretionary,1.47B,18.51B,100000,2.3,21.67,3.39,1.73,7.63,-,0.59,4.21,92.00%,36.40%,27.60%,8.00%,344.88M,0.98
RPAY,26.49,18.77,DOWN,561698258,Technology,-8.40M,258.30M,552,1.8,-,-,1.63,0.44,7.06,0,-0.13,91.10%,-0.90%,-2.20%,-3.20%,88.90M,0.79
RPD,89.78,120.33,UP,2633884256,Technology,-166.90M,616.40M,2353,2,-,-,2.77,-,60.06,-,-2.92,-,129.50%,-19.00%,-27.10%,58.24M,1.36
RPRX,46.83,40.08,DOWN,18540989366,Health Care,466.10M,2.26B,66,2,40.1,4.07,11.59,3.12,261906.39,1.18,1.07,67.80%,8.00%,11.10%,20.60%,436.32M,-
RPTX,36.25,21.25,DOWN,639131996,Health Care,-132.00M,8.20M,163,2,-,-,72.88,2.71,-,0,-3.27,90.60%,-53.30%,-37.10%,-,41.90M,-
RRBI,49.1,53.52,UP,416020518,Finance,35.20M,87.50M,348,1,11.77,-,4.85,1.63,10.88,0,4.89,19.70%,11.60%,21.00%,36.90%,7.18M,0.67
RRGB,18.43,16.94,DOWN,131282846,Consumer Discretionary,-57.30M,1.25B,22483,1.5,-,-,0.09,1.77,-,3.27,-3.64,80.60%,-73.60%,-14.30%,-4.60%,15.83M,2.42
RRR,24.5,54.38,UP,2440665121,Consumer Discretionary,262.40M,1.66B,7800,2.6,14.44,-,2.57,176.7,10.86,207.58,2.81,97.01%,279.70%,15.70%,21.40%,59.51M,2.2
RSLS,4.35,1.69,DOWN,4833451,Health Care,-70.90M,12.20M,47,2,-,-,0.37,0.12,-,0,-4.4,6.50%,-144.60%,-126.80%,-,22.56M,-0.12
RSSS,2.34,2.29,DOWN,52885249,Technology,-1.60M,32.90M,131,2,-,-,1.57,10.61,-,0,-0.06,39.80%,-32.20%,-33.50%,-5.00%,26.51M,0.41
RUBY,8.22,9.8,UP,30712355,Health Care,-200.70M,-,213,2.2,-,-,-,0.22,-,0,-2.23,87.10%,-126.80%,-,-,90.26M,2.43
RUN,69.98,34.01,DOWN,4772344590,Industrials,-114.60M,1.95B,11383,2.1,-,-,2.62,0.8,-,1.2,-0.55,94.40%,-1.80%,-5.30%,-5.90%,211.13M,2.09
RUSHA,40.45,55.54,UP,2726832029,Consumer Discretionary,361.70M,6.53B,7166,2,7.63,5.37,0.41,1.66,13.59,0.85,6.29,-,19.10%,9.30%,4.40%,55.64M,1.06
RUTH,16.57,19.94,UP,705716368,Consumer Discretionary,41.50M,485.70M,4527,2.2,13.91,0.98,1.19,4.04,37.39,0.28,1.22,92.00%,30.10%,22.20%,8.50%,33.53M,1.91
RVLP,4.3,1.09,DOWN,188384915,Health Care,-65.00M,34.90M,156,2,-,-,4.55,2.14,-,0.74,-0.89,46.60%,-87.10%,-67.60%,-,83.58M,1.07
RVMD,37.93,25.59,DOWN,1789468732,Health Care,-224.50M,27.30M,212,2,-,-,59.38,2.82,-,0,-3.04,90.40%,-39.20%,-31.20%,-,87.70M,-
RVNC,27.27,16.49,DOWN,1842824466,Health Care,-263.30M,99.30M,495,1.8,-,-,16.47,-,-,-,-3.84,78.50%,-497.80%,-78.70%,-,81.12M,0.54
RVPH,8.9,2.75,DOWN,20076102,Health Care,-18.70M,-,5,2,-,-,-,4.81,-,0,-1.21,9.20%,-75.90%,-,-,15.13M,0.18
RVSB,5.12,7.74,UP,157275362,Finance,19.50M,52.20M,224,-,7.89,0.66,2.9,1,17.8,0,0.89,61.60%,13.80%,24.60%,41.80%,22.03M,0.77
RVYL,5.86,4.47,DOWN,44056399,Technology,-24.00M,27.00M,50,1.5,-,-,1.38,0.89,3.87,0,-0.57,20.80%,-58.00%,-20.20%,-88.70%,42.98M,4.01
RWLK,1.36,1.24,DOWN,60944828,Health Care,-15.30M,5.70M,51,2,-,-,9.82,0.7,-,0,-0.26,9.80%,-17.60%,-14.30%,-,62.55M,2.4
RXT,19.09,13.64,DOWN,1082403749,Technology,-196.80M,3.09B,6600,3.1,-,-,0.3,0.7,4.14,2.92,-0.94,-,-14.70%,-0.20%,-6.40%,209.50M,-
RYAAY,105.33,102.12,DOWN,15666715661,Consumer Discretionary,216.70M,6.95B,19116,1.2,76.86,-,2.11,2.69,11.97,0.81,0.95,45.30%,4.10%,-1.40%,3.10%,226.92M,1.47
RYTM,30.36,10.63,DOWN,1415289092,Health Care,-175.70M,13.40M,140,2,-,-,88.95,5.73,-,0.18,-3.49,88.30%,-67.70%,-59.80%,-,55.72M,1.98
RZLT,12.75,4.85,DOWN,66783415,Health Care,-41.10M,-,42,1.6,-,-,-,0.35,-,0,-2.67,64.70%,-57.60%,-,-,31.54M,2.34
SABR,11.21,8.64,DOWN,1905121901,Consumer Discretionary,-581.00M,2.18B,7583,2.3,-,-,0.66,-,-,-,-1.82,-,120.50%,-15.60%,-26.70%,326.57M,1.8
SAFT,77.9,84.9,UP,1280924857,Finance,73.40M,797.00M,552,-,17.24,1.15,1.6,1.51,59.38,0.04,4.92,85.20%,8.30%,11.60%,9.20%,14.60M,0.26
SAGE,85.82,43.25,DOWN,2246164565,Health Care,-503.20M,6.20M,471,2.3,-,-,306.83,1.27,-,0,-8.53,88.20%,-30.10%,-26.70%,-,59.27M,1.22
SAIA,179.93,332.84,UP,5272046623,Industrials,360.30M,2.75B,11600,2.3,15.89,0.93,1.97,3.78,110.73,0.02,13.5,-,26.60%,20.10%,13.10%,26.54M,1.38
SALM,1.14,3.13,UP,57087211,Consumer Discretionary,49.80M,266.40M,1079,1.7,0.79,0.11,0.15,0.21,2.03,0.82,1.81,18.40%,28.10%,16.40%,18.70%,27.21M,1.31
SAMG,13.37,16.81,UP,270853577,Finance,22.10M,132.90M,146,1.5,7.8,0.66,1.98,1.92,9.31,0.08,2.25,84.10%,26.60%,26.30%,16.70%,9.89M,0.84
SANM,31.69,41.6,UP,3252071831,Technology,248.00M,7.33B,35000,2.7,16.78,-,0.5,2.14,16.59,0.18,3.85,96.90%,13.40%,11.70%,3.40%,59.97M,1.01
SANW,2.96,2.7,DOWN,42607585,Consumer Staples,-36.60M,71.40M,148,2,-,-,0.48,0.63,-,0.91,-0.93,67.50%,-59.10%,-33.90%,-51.20%,41.81M,1.41
SASI,3.13,1.83,DOWN,4197017,Technology,-9.40M,1.30M,33,2,-,-,4.63,0.68,-,0,-0.9,11.20%,-79.30%,-65.70%,-,10.50M,1.2
SASR,31.71,48.07,UP,1591121747,Finance,176.90M,460.40M,1084,2.3,8.68,0.93,3.35,1.03,-,0.25,3.94,72.50%,-,23.30%,-,44.64M,0.97
SATS,20.93,26.32,UP,1565303702,Technology,62.40M,2.00B,2500,2,23.77,4.75,0.71,0.43,6.75,0,0.73,94.80%,1.80%,2.00%,3.10%,84.32M,0.79
SAVA,7.09,43.77,UP,1479613137,Health Care,-60.60M,-,24,2.5,-,-,-,6.34,-,0,-1.52,25.50%,-24.80%,-,-,40.02M,0.08
SBAC,275.63,388.56,UP,29121219301,Real Estate,407.10M,2.54B,1596,2.2,73.97,2.23,11.41,-,-,-,3.71,97.70%,-,10.40%,-,107.85M,0.46
SBCF,29.17,34.93,UP,1898072890,Finance,112.60M,309.10M,989,2.7,16.58,1.84,6.23,1.44,14.68,0.05,1.88,88.00%,8.50%,18.20%,36.40%,61.41M,1.08
SBET,3.4,2.52,DOWN,16544890,Utilities,-65.30M,6.10M,53,-,-,-,2.41,3.37,-,0.74,-2.6,2.60%,-,-391.90%,-,23.61M,0.95
SBFG,16.82,18.74,UP,118450053,Finance,13.10M,40.90M,269,-,8.92,-,2.85,0.94,8.39,0.24,1.85,50.20%,9.60%,18.50%,31.90%,7.08M,0.89
SBFM,3.22,14,UP,19306198,Health Care,-5.10M,0.40M,3,-,-,-,34.31,0.27,-,0,-1.6,4.00%,-38.10%,-605.80%,-,15.85M,-1.29
SBGI,31.73,26.46,DOWN,1245453172,Consumer Discretionary,2.47B,5.14B,11500,2.7,0.51,-,0.23,1.76,3,6.06,34.25,82.90%,-524.30%,2.10%,48.80%,70.90M,1.26
SBLK,8.86,21.53,UP,1790371870,Consumer Discretionary,891.10M,1.69B,181,1.7,2.22,-,1.14,0.94,4.64,0.65,8.7,55.40%,43.70%,20.30%,52.60%,102.22M,1.01
SBNY,135.94,319.7,UP,10077472319,Finance,1.03B,2.34B,1854,1.7,7.73,1.22,3.52,1.03,-,0.07,17.08,97.00%,13.00%,17.80%,44.00%,62.44M,1.67
SBRA,16.84,13.62,DOWN,3149260570,Real Estate,43.30M,583.30M,42,2.6,65.27,8.94,4.85,0.85,226.34,0.75,0.19,90.20%,1.30%,1.10%,7.40%,230.97M,1.3
SBSI,31.09,41.71,UP,1104688730,Finance,106.00M,232.60M,809,3,10.7,5.35,4.84,1.59,6.25,0.22,3.27,53.60%,13.50%,17.70%,45.60%,32.11M,0.54
SBT,4.49,5.72,UP,324208677,Finance,12.30M,98.60M,295,2.3,25.94,-,3.25,0.95,11.16,0.19,0.24,25.80%,7.80%,19.90%,26.70%,50.39M,0.73
SBTX,39.54,6.6,DOWN,224265623,Health Care,-90.20M,-,92,3,-,-,-,0.74,-,0,-2.57,79.50%,-29.60%,-,-,36.06M,-
SBUX,103.1,116.24,UP,99192730000,Consumer Discretionary,4.17B,31.98B,383000,2.5,25.77,3.83,3.27,-,129.57,-,3.56,70.60%,-53.40%,49.30%,13.00%,1.15B,0.86
SCHL,24.43,40.57,UP,1307068174,Consumer Discretionary,59.20M,1.65B,5160,-,23.65,2.6,0.78,1.12,33.61,0.01,1.6,88.40%,5.00%,7.20%,3.60%,34.30M,1.11
SCHN,32.45,52.15,UP,738899737,Industrials,168.90M,3.49B,3471,2.5,4.75,0.47,0.2,0.79,10.57,0.26,5.69,92.90%,18.30%,15.10%,4.80%,27.85M,1.45
SCKT,2.45,4.16,UP,13924551,Technology,2.10M,24.80M,53,1,7.26,-,0.51,0.61,-,0.08,0.24,6.00%,-,21.00%,-,7.22M,0.78
SCOR,2.39,3.33,UP,111763892,Consumer Discretionary,-25.00M,374.40M,1355,2.5,-,-,0.33,0.61,5.58,0,-0.28,58.40%,-12.00%,-16.20%,-6.70%,92.41M,1.01
SCPH,5.65,4.92,DOWN,145779284,Health Care,-31.30M,-,26,1.5,-,-,-,3.64,-,0.31,-1.33,60.40%,-59.80%,-,-,27.38M,0.14
SCPL,14.53,13.64,DOWN,331493194,Technology,18.20M,619.10M,632,2.5,17.79,1.17,2.67,3.03,10.17,0,0.73,90.90%,18.10%,127.80%,2.90%,24.60M,0.36
SCPS,13.41,1.63,DOWN,5338958,Health Care,-15.90M,-,9,2,-,-,-,-,-,-,-0.8,3.30%,-,-,-,21.09M,-
SCSC,26.71,35.38,UP,786405641,Technology,88.70M,3.53B,2700,1.5,8.56,0.61,0.21,0.92,-,0.34,3.44,99.90%,11.40%,8.60%,2.50%,25.29M,1.43
SCTL,3.09,1.47,DOWN,104250462,Health Care,-13.20M,84.90M,258,1.3,-,-,1.09,2.33,-,2.68,-0.25,55.10%,-32.40%,2.70%,-15.60%,56.60M,0.72
SCVL,18.51,39.7,UP,667013610,Consumer Discretionary,123.20M,1.30B,2600,1.7,5.14,0.51,0.46,1.28,-,0,4.35,65.00%,27.00%,34.30%,9.50%,27.59M,1.35
SCWX,14.3,16.3,UP,697606812,Technology,-68.00M,498.80M,2351,3.5,-,-,1.14,0.88,-,0,-0.81,67.10%,-10.70%,-5.60%,-13.60%,84.48M,0.93
SCYX,7.17,6.31,DOWN,75099089,Health Care,-48.60M,3.10M,56,1.8,-,-,19.63,1.71,-,0.98,-1.58,51.40%,-119.20%,-74.00%,-,43.28M,1.82
SDC,11.68,2.44,DOWN,87996905,Health Care,-99.50M,541.40M,3200,3.4,-,-,0.42,0.51,-,5.61,-0.83,29.20%,-60.40%,-33.80%,-18.40%,120.82M,-
SDGR,79.48,34.39,DOWN,1702215903,Technology,-147.80M,163.20M,664,2,-,-,8.48,2.89,-,0,-2.08,83.40%,-27.40%,-20.10%,-90.60%,71.16M,-
SEAC,1.35,1.66,UP,20659637,Technology,-13.00M,29.80M,104,2,-,-,0.65,0.59,-,0,-0.26,15.50%,-33.00%,-16.40%,-43.80%,49.46M,1.03
SECO,2.28,0.49,DOWN,20312612,Miscellaneous,-77.50M,428.90M,509,-,-,-,0.05,0.07,-,0.78,-1.1,17.30%,-26.00%,-14.30%,-18.10%,70.65M,1.03
SEDG,311.35,282.35,DOWN,12718181345,Technology,142.20M,2.46B,3964,2,97.2,3.41,5.75,6.82,-,0,2.56,89.00%,8.60%,9.60%,5.80%,55.47M,1.22
SEED,13.99,7.4,DOWN,61002828,Consumer Staples,-11.80M,11.10M,54,-,-,-,5.25,-,-,-,-2.08,8.40%,81.70%,4932.30%,-,5.77M,1.13
SEEL,1.46,1.63,UP,92287519,Health Care,-73.30M,-,15,1.6,-,-,-,3.3,-,0.73,-0.7,33.30%,-145.20%,-,-,106.07M,2.06
SEER,54.01,22.72,DOWN,489621977,Health Care,-84.60M,12.20M,118,2.7,-,-,35.11,0.9,-,0,-1.37,87.00%,-17.10%,-14.20%,-,62.38M,-
SEIC,56.93,61.33,UP,7308375360,Finance,508.50M,2.04B,4371,2.8,15.29,1.27,3.68,3.91,17.36,0,3.65,73.30%,26.50%,21.40%,25.00%,135.20M,0.99
SELB,2.99,3.34,UP,245868270,Health Care,31.70M,127.60M,58,1.5,6.12,-,1.62,2.37,-,0.29,0.23,46.80%,85.10%,-42.70%,24.90%,148.51M,0.91
SELF,4.01,5.67,UP,52964234,Real Estate,2.70M,11.30M,28,2,18.99,-,4.38,1.08,38.03,0.37,0.25,29.20%,5.70%,4.10%,23.90%,10.77M,0.25
SENEA,38.69,47.38,UP,500742178,Consumer Staples,41.80M,1.42B,3000,-,13.07,-,0.36,0.9,-,0.37,4.84,72.30%,7.20%,7.50%,3.00%,8.15M,0.7
SESN,1.32,0.81,DOWN,112751336,Health Care,47.90M,20.00M,35,3,2.3,-,5.41,0.77,-,0,0.24,14.50%,29.50%,-0.20%,-,199.46M,0.95
SFE,6.41,7.17,UP,58502040,Finance,3.50M,-,33,2,-,-,-,1.26,-,0,-0.01,53.00%,5.90%,-,-,16.36M,0.98
SFET,1.36,0.73,DOWN,9788413,Technology,-,15.95M,61,2.50,-,-,6.40,5.39,-,-,-0.53,0.84%,-,-,-,32.63M,-
SFIX,56.04,19.88,DOWN,445444329,Consumer Discretionary,-207.10M,2.07B,7920,3.10,-,-,0.18,1.09,41.35,0.00,-1.90,89.40%,-50.20%,-63.70%,-10.00%,108.74M,1.91
SFM,20.23,29.88,UP,3165632372,Consumer Discretionary,250.40M,6.24B,31000,3.00,14.40,1.71,0.57,3.46,12.65,0.26,2.23,-,25.30%,21.00%,4.00%,109.07M,0.42
SFNC,21.65,29.77,UP,3040296035,Finance,221.40M,767.90M,2877,3.20,12.79,2.56,3.92,0.92,23.27,0.14,1.84,69.80%,8.60%,15.40%,35.00%,128.31M,0.87
SFST,35.19,62.82,UP,356427322,Finance,35.60M,106.80M,278,3.00,10.21,1.28,3.35,1.27,7.84,0.13,4.42,91.60%,16.00%,23.50%,41.50%,7.96M,0.85
SFT,8.31,3.48,DOWN,45784058,Consumer Discretionary,-201.10M,819.30M,1360,2.70,-,-,0.04,-,-,-,-2.52,28.20%,-426.50%,-58.50%,-24.50%,80.95M,1.40
SGA,22.29,24.34,UP,139578537,Consumer Discretionary,11.90M,112.80M,570,-,11.49,5.75,1.22,0.69,45.95,0.00,2.01,94.20%,6.00%,5.50%,10.60%,5.95M,0.34
SGBX,6.05,1.95,DOWN,19641836,Industrials,-9.40M,33.50M,18,1.00,-,-,0.48,0.91,-,0.14,-0.91,16.50%,-51.80%,-25.80%,-28.10%,13.23M,-3.18
SGEN,168.43,157.19,DOWN,23613790434,Health Care,-636.80M,1.86B,2675,2.10,-,-,13.79,9.03,-,0.00,-3.46,91.10%,-21.60%,-22.20%,-34.20%,184.79M,0.60
SGH,19.32,35.35,UP,657350431,Technology,66.60M,1.82B,3600,1.70,11.70,1.38,0.37,1.93,10.16,1.62,1.24,-,18.50%,9.60%,3.70%,49.24M,1.25
SGLY,2.21,4.49,UP,56267454,Consumer Discretionary,-16.70M,5.00M,42,-,-,-,10.35,0.75,-,0.20,-1.15,1.20%,-31.30%,-11.60%,-,21.98M,1.12
SGMA,4.62,10.51,UP,29924164,Technology,2.40M,398.70M,3100,-,11.70,-,0.08,0.34,-,1.02,0.44,14.30%,2.90%,7.00%,0.60%,6.06M,1.03
SGML,2.74,10.32,UP,3633852835,Industrials,-56.90M,-,126,1.60,-,-,-,19.50,-,0.00,-0.60,62.03%,-37.10%,-,-,100.66M,0.41
SGMO,15.92,7.81,DOWN,687268140,Health Care,-172.30M,114.20M,431,2.10,-,-,4.58,1.55,-,0.00,-1.18,59.40%,-48.10%,-48.90%,-,148.16M,1.21
SGRP,1.06,1.22,UP,36325431,Consumer Discretionary,-1.40M,254.20M,1232,2.00,-,-,0.12,1.21,-,0.79,-0.07,6.90%,-5.90%,6.60%,-0.50%,21.81M,1.00
SGRY,27.6,53.28,UP,2428252749,Health Care,-29.20M,2.38B,8300,1.90,-,-,0.81,1.72,22.45,2.67,-0.36,-,-2.80%,7.20%,-1.20%,88.90M,2.82
SGTX,39.25,2.86,DOWN,16232028,Health Care,-66.10M,10.00M,66,2.00,-,-,1.55,0.29,-,0.39,-2.05,52.70%,-92.20%,-77.70%,-,32.40M,-
SHBI,14.16,20.74,UP,396010333,Finance,25.50M,104.00M,435,2.50,14.88,1.49,3.70,1.09,154.12,0.12,1.31,61.30%,5.40%,14.90%,16.30%,19.85M,0.90
SHC,27.02,23.27,DOWN,1919492560,Health Care,123.10M,970.80M,3000,3.00,13.77,0.77,1.76,2.67,13.51,2.84,0.44,88.90%,20.60%,7.50%,12.70%,279.99M,-
SHCR,10.5,4.84,DOWN,681886055,Technology,-100.10M,429.30M,3279,2.00,-,-,1.23,0.94,-,0.00,-0.32,36.00%,-18.00%,-15.00%,-23.30%,347.33M,-
SHEN,43.46,25.87,DOWN,1122218085,Telecommunications,-0.80M,255.30M,860,3.30,-,-,3.46,1.37,-,0.00,-0.02,56.00%,138.10%,-0.10%,-,50.16M,0.61
SHIP,0.51,0.88,UP,67581246,Consumer Discretionary,50.30M,167.40M,46,2.30,1.82,-,0.48,0.34,-,1.10,0.25,2.50%,21.60%,12.60%,30.10%,181.92M,0.55
SHOO,34.3,45.96,UP,2373958174,Consumer Discretionary,255.60M,2.20B,2400,2.4,9.38,0.94,1.07,2.74,57.77,0,3.18,96.60%,31.20%,23.90%,11.60%,76.56M,1.1
SHYF,27.53,49.12,UP,816100332,Consumer Discretionary,39.10M,1.00B,3800,1.7,21.67,1.44,0.82,3.32,-,0.36,1.09,85.30%,16.00%,25.00%,3.90%,35.06M,1.8
SIBN,29.3,21.81,DOWN,667233009,Health Care,-66.30M,95.50M,352,1.6,-,-,4.2,3.46,-,0.32,-1.97,-,-51.80%,-31.60%,-69.40%,34.05M,1.13
SIEB,4.1,2.31,DOWN,51755726,Finance,1.10M,53.80M,125,-,50,-,0.95,1.12,-,14.3,0.04,1.60%,2.30%,0.50%,2.00%,32.40M,-0.17
SIEN,3.87,3.55,DOWN,17470107,Health Care,-23.60M,85.20M,319,1.8,-,-,0.29,1.5,-,8.25,-0.36,40.00%,-83.20%,-43.90%,-28.20%,102.72M,1.5
SIFY,1.3,3.08,UP,287490295,Consumer Discretionary,14.50M,341.70M,3641,2,19.36,-,0.79,0.02,-,1.21,0.08,1.40%,9.00%,7.10%,4.20%,182.74M,1.33
SIGA,7.26,7.65,UP,666710462,Health Care,71.80M,147.40M,39,-,9.46,9.46,4.21,4.52,-,0,0.92,43.90%,48.80%,39.70%,48.70%,72.68M,0.72
SIGI,65.02,81.29,UP,5886966369,Finance,259.30M,3.47B,2440,2.9,21.49,1.6,1.63,2.31,8.98,0,4.26,88.90%,9.90%,12.60%,7.50%,60.44M,0.62
SILC,41.5,50.18,UP,292702764,Technology,12.60M,135.40M,135,2,23.09,1.54,2.18,1.66,-,0,1.84,51.80%,-,6.70%,-,6.71M,0.97
SILK,59.08,43.3,DOWN,1664532711,Health Care,-60.70M,114.20M,352,2.1,-,-,14.75,26.29,-,1.23,-1.74,-,-82.20%,-37.10%,-53.10%,37.52M,1.23
SILO,21.5,6.8,DOWN,12002490,Health Care,4.10M,0.07M,2,-,1.62,-,140.65,0.86,-,0,2.11,0.90%,45.30%,-,-,2.99M,-1.26
SIMO,47.21,94.07,UP,1784132484,Technology,222.10M,1.01B,1434,2.2,8.92,1.78,1.74,3.06,736.14,0,6.34,71.70%,33.80%,30.20%,21.90%,34.85M,0.92
SINT,1.6,0.64,DOWN,2440810,Health Care,-9.30M,0.80M,36,2,-,-,2.58,0.17,-,0.05,-0.38,6.80%,-58.60%,-54.90%,-,24.72M,1.49
SIOX,3.12,1.31,DOWN,22340509,Health Care,-68.40M,-,12,1,-,-,-,0.4,-,0,-0.93,29.50%,-95.10%,-,-,73.77M,1.57
