"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Recom.Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"SFNC",21.65,29.77,"UP",3040296035,"Finance",221400000,767900000,2877,"3.20",12.79,2.56,3.92,0.92,23.27,0.14,1.84,0.698,0.086,0.154,0.35,128310000,0.87
"SFST",35.19,62.82,"UP",356427322,"Finance",35600000,106800000,278,"3.00",10.21,1.28,3.35,1.27,7.84,0.13,4.42,0.916,0.16,0.235,0.415,7960000,0.85
"SFT",8.31,3.48,"DOWN",45784058,"Consumer Discretionary",-201100000,819300000,1360,"2.70",NA,NA,0.04,NA,NA,NA,-2.52,0.282,-4.265,-0.585,-0.245,80950000,1.4
"SGA",22.29,24.34,"UP",139578537,"Consumer Discretionary",11900000,112800000,570,"-",11.49,5.75,1.22,0.69,45.95,0,2.01,0.942,0.06,0.055,0.106,5950000,0.34
"SGBX",6.05,1.95,"DOWN",19641836,"Industrials",-9400000,33500000,18,"1.00",NA,NA,0.48,0.91,NA,0.14,-0.91,0.165,-0.518,-0.258,-0.281,13230000,-3.18
"SGEN",168.43,157.19,"DOWN",23613790434,"Health Care",-636800000,1.86e+09,2675,"2.10",NA,NA,13.79,9.03,NA,0,-3.46,0.911,-0.216,-0.222,-0.342,184790000,0.6
"SGH",19.32,35.35,"UP",657350431,"Technology",66600000,1.82e+09,3600,"1.70",11.7,1.38,0.37,1.93,10.16,1.62,1.24,NA,0.185,0.096,0.037,49240000,1.25
"SGLY",2.21,4.49,"UP",56267454,"Consumer Discretionary",-16700000,5e+06,42,"-",NA,NA,10.35,0.75,NA,0.2,-1.15,0.012,-0.313,-0.116,NA,21980000,1.12
"SGMA",4.62,10.51,"UP",29924164,"Technology",2400000,398700000,3100,"-",11.7,NA,0.08,0.34,NA,1.02,0.44,0.143,0.029,0.07,0.006,6060000,1.03
"SGML",2.74,10.32,"UP",3633852835,"Industrials",-56900000,NA,126,"1.60",NA,NA,NA,19.5,NA,0,-0.6,0.6203,-0.371,NA,NA,100660000,0.41
"SGMO",15.92,7.81,"DOWN",687268140,"Health Care",-172300000,114200000,431,"2.10",NA,NA,4.58,1.55,NA,0,-1.18,0.594,-0.481,-0.489,NA,148160000,1.21
"SGRP",1.06,1.22,"UP",36325431,"Consumer Discretionary",-1400000,254200000,1232,"2.00",NA,NA,0.12,1.21,NA,0.79,-0.07,0.069,-0.059,0.066,-0.005,21810000,1
"SGRY",27.6,53.28,"UP",2428252749,"Health Care",-29200000,2.38e+09,8300,"1.90",NA,NA,0.81,1.72,22.45,2.67,-0.36,NA,-0.028,0.072,-0.012,88900000,2.82
"SGTX",39.25,2.86,"DOWN",16232028,"Health Care",-66100000,1e+07,66,"2.00",NA,NA,1.55,0.29,NA,0.39,-2.05,0.527,-0.922,-0.777,NA,32400000,NA
"SHBI",14.16,20.74,"UP",396010333,"Finance",25500000,1.04e+08,435,"2.50",14.88,1.49,3.7,1.09,154.12,0.12,1.31,0.613,0.054,0.149,0.163,19850000,0.9
"SHC",27.02,23.27,"DOWN",1919492560,"Health Care",123100000,970800000,3000,"3.00",13.77,0.77,1.76,2.67,13.51,2.84,0.44,0.889,0.206,0.075,0.127,279990000,NA
"SHCR",10.5,4.84,"DOWN",681886055,"Technology",-100100000,429300000,3279,"2.00",NA,NA,1.23,0.94,NA,0,-0.32,0.36,-0.18,-0.15,-0.233,347330000,NA
"SHEN",43.46,25.87,"DOWN",1122218085,"Telecommunications",-8e+05,255300000,860,"3.30",NA,NA,3.46,1.37,NA,0,-0.02,0.56,1.381,-0.001,NA,50160000,0.61
"SHIP",0.51,0.88,"UP",67581246,"Consumer Discretionary",50300000,167400000,46,"2.30",1.82,NA,0.48,0.34,NA,1.1,0.25,0.025,0.216,0.126,0.301,181920000,0.55
"SHOO",34.3,45.96,"UP",2373958174,"Consumer Discretionary",255600000,2.2e+09,2400,"2.4",9.38,0.94,1.07,2.74,57.77,0,3.18,0.966,0.312,0.239,0.116,76560000,1.1
"SHYF",27.53,49.12,"UP",816100332,"Consumer Discretionary",39100000,1e+09,3800,"1.7",21.67,1.44,0.82,3.32,NA,0.36,1.09,0.853,0.16,0.25,0.039,35060000,1.8
"SIBN",29.3,21.81,"DOWN",667233009,"Health Care",-66300000,95500000,352,"1.6",NA,NA,4.2,3.46,NA,0.32,-1.97,NA,-0.518,-0.316,-0.694,34050000,1.13
"SIEB",4.1,2.31,"DOWN",51755726,"Finance",1100000,53800000,125,"-",50,NA,0.95,1.12,NA,14.3,0.04,0.016,0.023,0.005,0.02,32400000,-0.17
"SIEN",3.87,3.55,"DOWN",17470107,"Health Care",-23600000,85200000,319,"1.8",NA,NA,0.29,1.5,NA,8.25,-0.36,0.4,-0.832,-0.439,-0.282,102720000,1.5
"SIFY",1.3,3.08,"UP",287490295,"Consumer Discretionary",14500000,341700000,3641,"2",19.36,NA,0.79,0.02,NA,1.21,0.08,0.014,0.09,0.071,0.042,182740000,1.33
"SIGA",7.26,7.65,"UP",666710462,"Health Care",71800000,147400000,39,"-",9.46,9.46,4.21,4.52,NA,0,0.92,0.439,0.488,0.397,0.487,72680000,0.72
"SIGI",65.02,81.29,"UP",5886966369,"Finance",259300000,3.47e+09,2440,"2.9",21.49,1.6,1.63,2.31,8.98,0,4.26,0.889,0.099,0.126,0.075,60440000,0.62
"SILC",41.5,50.18,"UP",292702764,"Technology",12600000,135400000,135,"2",23.09,1.54,2.18,1.66,NA,0,1.84,0.518,NA,0.067,NA,6710000,0.97
"SILK",59.08,43.3,"DOWN",1664532711,"Health Care",-60700000,114200000,352,"2.1",NA,NA,14.75,26.29,NA,1.23,-1.74,NA,-0.822,-0.371,-0.531,37520000,1.23
"SILO",21.5,6.8,"DOWN",12002490,"Health Care",4100000,70000,2,"-",1.62,NA,140.65,0.86,NA,0,2.11,0.009,0.453,NA,NA,2990000,-1.26
"SIMO",47.21,94.07,"UP",1784132484,"Technology",222100000,1.01e+09,1434,"2.2",8.92,1.78,1.74,3.06,736.14,0,6.34,0.717,0.338,0.302,0.219,34850000,0.92
"SINT",1.6,0.64,"DOWN",2440810,"Health Care",-9300000,8e+05,36,"2",NA,NA,2.58,0.17,NA,0.05,-0.38,0.068,-0.586,-0.549,NA,24720000,1.49
"SIOX",3.12,1.31,"DOWN",22340509,"Health Care",-68400000,NA,12,"1",NA,NA,NA,0.4,NA,0,-0.93,0.295,-0.951,NA,NA,73770000,1.57
"SIRI",6.17,6.42,"UP",23618447041,"Consumer Discretionary",1.26e+09,8.92e+09,5590,"2.6",20.19,3.96,2.75,NA,143.45,NA,0.31,0.113,NA,0.277,NA,3.89e+09,0.92
"SISI",3.02,6.68,"UP",3219267,"Health Care",-24600000,2200000,74,"-",NA,NA,7.97,0.31,NA,0.43,-2.67,0.01,-0.703,-0.476,NA,16400000,1.36
"SITM",110.31,291.07,"UP",1933877889,"Technology",52800000,288400000,279,"1.7",37.2,5.39,6.44,2.76,39.28,0,2.38,0.747,0.092,0.052,0.183,21150000,NA
"SIVB",387.34,679.45,"UP",13800812954,"Finance",1.6e+09,4.89e+09,7743,"2.3",7.73,0.97,2.54,1,6.8,0.27,26.94,0.938,0.138,0.159,0.35,58940000,1.52
"SJ",8.8,5.84,"DOWN",70000360,"Technology",21600000,257600000,285,"-",3.53,NA,0.24,0.4,NA,0,0.45,0.004,0.171,0.198,0.084,38280000,1.28
"SKIN",11.5,23.95,"UP",1743494894,"Consumer Discretionary",-1.92e+08,3.25e+08,704,"1.7",NA,NA,4,3.61,NA,0,-1.43,NA,-0.899,-0.033,-0.591,150730000,NA
"SKYW",37.94,39.4,"UP",896411404,"Consumer Discretionary",124400000,3.1e+09,15205,"3.2",6.87,NA,0.27,0.36,1.41,1.4,2.46,0.858,0.041,0.044,0.03,50520000,1.78
"SLAB",126.35,206.19,"UP",3868471235,"Technology",71600000,975500000,1667,"2.6",63.95,17.76,4.16,2.73,NA,0.34,1.94,NA,0.034,-0.019,0.065,34080000,1.05
"SLDB",117.6,26.7,"DOWN",49115688,"Health Care",-8.7e+07,14800000,104,"2.8",NA,NA,3.28,0.29,NA,0,-11.58,0.602,-0.447,-0.346,NA,7520000,1.37
"SLGG",2.55,2.43,"DOWN",11110459,"Industrials",-30700000,17800000,101,"2",NA,NA,1.29,0.29,NA,0.05,-0.84,0.087,-0.357,-0.229,NA,36950000,1.22
"SLGL",9.93,7.37,"DOWN",114606519,"Health Care",9600000,33200000,53,"2",13.37,NA,3.34,2.24,NA,0,0.36,0.138,0.194,0.053,0.289,23130000,1.32
"SLM",12.09,19.47,"UP",4197051823,"Finance",845600000,1.91e+09,1450,"2.2",5.36,0.31,2.13,2.39,NA,3.19,3.07,NA,0.473,0.134,0.444,251270000,1.21
"SLNG",2.75,4.19,"UP",150809497,"Utilities",-9500000,92300000,249,"2",NA,NA,1.44,2.16,45.77,0.21,-0.53,0.02,-0.156,-0.11,-0.103,18250000,0.19
"SLNH",5,10.96,"UP",17648956,"Technology",-27800000,26700000,54,"-",NA,NA,0.9,0.11,NA,0.22,-2,0.133,-0.233,-0.046,-0.707,14050000,1.98
"SLNO",30.15,7.05,"DOWN",121518816,"Health Care",-23400000,NA,20,"1.5",NA,NA,NA,0.36,NA,0,-3.97,0.401,-1.105,NA,NA,8010000,0.26
"SLP",75.06,49.17,"DOWN",843831916,"Technology",12500000,53900000,157,"2",66.26,4.42,15.37,4.52,67.34,0,0.6,0.752,0.072,0.067,0.232,20240000,0.46
"SLRX",28.25,12.85,"DOWN",4650915,"Health Care",-18700000,0,16,"1",NA,NA,NA,0.13,NA,0,-9.86,0.177,-0.513,-0.331,NA,2140000,0.73
"SLS",5.61,5.39,"DOWN",97683266,"Health Care",-38800000,1e+06,11,"1.7",NA,NA,98.8,5.26,NA,0,-2.33,0.147,-2.218,-1.234,NA,20550000,2.28
"SMBC",30.07,51.81,"UP",471609616,"Finance",4.7e+07,116900000,511,"2.5",9.52,NA,3.94,1.43,8.29,0.07,5.21,0.526,0.151,0.26,0.402,9240000,0.9
"SMBK",17.96,27.24,"UP",495649739,"Finance",36700000,144300000,539,"2",13.26,NA,3.43,1.15,14.31,0.12,2.17,0.451,0.079,0.214,0.231,16730000,0.73
"SMCI",31.05,44.68,"UP",3640736562,"Technology",285200000,5.2e+09,4607,"2.4",14.46,1.45,0.75,2.8,NA,0.42,5.29,0.734,0.146,0.14,0.035,52100000,1.39
"SMFR",10.75,4.6,"DOWN",380641510,"Technology",-171700000,191100000,1200,"2",NA,NA,1.72,0.46,NA,0.09,-0.6,0.421,-0.393,-1.061,-0.898,337750000,NA
"SMID",9.3,46.6,"UP",124777347,"Industrials",4500000,46800000,178,"-",22.76,NA,2.14,3.13,NA,0.2,0.86,0.403,0.141,0.204,0.096,5230000,0.84
"SMIT",5.39,5.54,"UP",5227381,"Industrials",-3700000,9900000,157,"-",NA,NA,0.35,5.81,NA,5,-0.97,0.192,-1.177,-2.382,-0.332,3810000,0.96
"SMLR",91.78,91.85,"UP",284468052,"Health Care",13100000,54400000,124,"2.5",19.62,NA,3.87,4.23,12.68,0,1.62,0.491,0.276,0.378,0.241,6760000,0.77
"SMMF",21.8,27.42,"UP",375500159,"Finance",49800000,142700000,439,"2.5",7.35,0.92,2.56,1.14,7.46,0.38,3.87,0.369,0.147,0.217,0.324,12760000,0.4
"SMMT",5.17,2.55,"DOWN",88778117,"Health Care",-84900000,2e+06,105,"1",NA,NA,99.5,1.92,NA,0,-0.86,0.042,-1.127,-1.035,NA,99650000,0.85
"SMPL",29.71,41.28,"UP",3774629819,"Consumer Staples",108600000,1.17e+09,260,"1.8",35.14,3.67,3.26,2.63,36.11,0.28,1.08,0.932,0.079,0.087,0.093,100140000,0.8
"SMSI",5.05,4.92,"DOWN",126807963,"Technology",-38100000,56500000,373,"2",NA,NA,1.95,1.31,NA,0,-0.7,0.195,-0.395,-0.31,-0.674,55180000,0.88
"SMTC",71.18,88.53,"UP",1762578463,"Technology",158900000,796900000,1439,"2.4",11.1,0.97,2.15,2.17,7.92,0.22,2.46,0.984,0.213,0.141,0.199,63500000,1.64
"SMTI",45.67,30.02,"DOWN",251229321,"Health Care",-11900000,30300000,63,"2",NA,NA,8.29,7.13,NA,0,-1.57,0.032,-0.368,-0.241,-0.394,7790000,1.96
"SNAX",10.76,4.52,"DOWN",6302252,"Consumer Staples",-44300000,34300000,224,"2",NA,NA,0.26,0.33,NA,0,-1.92,0.236,-1.601,-1.315,NA,28250000,0.38
"SNBR",79.36,77.52,"DOWN",619988180,"Consumer Discretionary",53200000,2.11e+09,5515,"3",12.53,1.84,0.31,NA,4.72,NA,2.32,NA,-0.201,-3.764,0.042,22360000,1.83
"SNCE",10.76,12.76,"UP",169868671,"Technology",NA,72570000,601,"1.6",NA,NA,1.97,0.82,NA,0,-0.72,0.587,NA,-0.524,NA,1.16e+08,NA
"SNCR",4.44,2.37,"DOWN",98020258,"Technology",-12200000,274700000,1536,"2",NA,NA,0.31,1.13,31.22,0,-0.14,0.539,-0.141,-0.053,-0.044,87120000,1.22
"SND",1.93,1.75,"DOWN",109610316,"Industrials",-25500000,179900000,239,"3",NA,NA,0.65,0.41,NA,0.09,-0.61,0.365,-0.106,-0.207,-0.142,42180000,1.66
"SNDL",5.5,5.94,"UP",591412901,"Health Care",-113700000,204400000,184,"2.2",NA,NA,2.6,0.47,NA,0.17,-0.52,0.083,-0.107,-0.118,-0.556,237990000,NA
"SNDX",22.34,21.78,"DOWN",1309483570,"Health Care",8e+05,1.39e+08,59,"1.7",NA,NA,9.48,3.9,NA,0.06,-0.03,NA,0.002,0.061,0.006,60160000,1.11
"SNES",1.7,1,"DOWN",2125053,"Industrials",-9600000,8e+05,26,"2",NA,NA,2.35,0.34,NA,0,-0.79,0.097,-1.077,-0.826,NA,12210000,1.04
"SNEX",58.17,61.66,"UP",1904181785,"Finance",157300000,6.15e+10,3500,"-",11.74,0.62,0.03,1.73,9.43,4.54,7.87,0.797,0.161,0.014,0.003,19640000,0.98
"SNFCA",7.69,8.86,"UP",134614096,"Finance",22900000,439400000,1619,"-",6.69,NA,0.29,0.53,1.12,0.71,1.04,0.38,0.078,0.104,0.052,21180000,0.71
"SNGX",1.35,0.7,"DOWN",29591714,"Health Care",-1.5e+07,9e+05,13,"2",NA,NA,32.13,6.69,NA,2.36,-0.35,0.075,-1.644,-0.575,NA,43010000,1.77
"SNOA",7.31,4.7,"DOWN",6077837,"Health Care",-4900000,12900000,12,"2",NA,NA,0.31,0.63,NA,0.06,-1.59,0.06,-0.496,-0.509,-0.377,3100000,0.98
"SNPS",254.7,370.81,"UP",44692927624,"Technology",1.03e+09,4.95e+09,16361,"1.7",44.04,2.36,9,7.92,28.1,0,6.59,0.934,0.189,0.127,0.209,152940000,1.17
"SNPX",5.6,8.77,"UP",47337153,"Health Care",-14200000,NA,4,"2",NA,NA,NA,1.69,NA,0,-2.11,0.092,-0.452,NA,NA,6960000,NA
"SNT",3.98,2.88,"DOWN",38414859,"Telecommunications",-2800000,34200000,160,"-",NA,NA,1.08,1.08,NA,0,-0.12,0.531,-0.121,-0.033,-0.127,23310000,0.81
"SNY",48.75,50.42,"UP",108462967859,"Health Care",6.32e+09,4.383e+10,95442,"1.2",17.24,1.4,2.54,1.53,NA,0.3,2.51,0.104,0.109,0.072,0.164,2.5e+09,0.58
"SOFI",12.2,15.95,"UP",4355841793,"Finance",-387700000,456300000,2500,"2",NA,NA,9.56,0.87,NA,0.73,-0.54,0.331,-0.096,0.029,NA,910050000,NA
"SOFO",3.85,3.3,"DOWN",11899188,"Technology",-4800000,29600000,180,"2",NA,NA,0.38,1.71,NA,0.08,-0.51,0.067,-0.927,0.458,-0.163,10530000,0.07
"SOHO",2.38,1.97,"DOWN",42338117,"Real Estate",2e+05,156100000,10,"3",NA,NA,0.25,0.8,NA,7.03,-0.13,0.181,0.007,-0.019,0.002,17760000,1.68
"SOHU",16.24,16.13,"DOWN",474663213,"Technology",27200000,797300000,4900,"-",19.97,3.86,0.68,0.42,NA,0,0.72,0.383,0.679,0.027,NA,34530000,1.3
"SOLO",6.58,2.41,"DOWN",74380927,"Consumer Discretionary",-5.9e+07,3e+06,216,"1.5",NA,NA,44.37,0.58,NA,0.01,-0.51,0.11,-0.241,-0.247,NA,118450000,2.19
"SONM",7.41,0.93,"DOWN",16757274,"Telecommunications",-34100000,55600000,77,"2",NA,NA,0.31,1.17,NA,0.01,-2.63,0.024,-2.766,-2.03,-0.613,40270000,2.62
"SONN",32.2,5.92,"DOWN",9737341,"Health Care",-29200000,8e+05,9,"1.5",NA,NA,6.3,8.17,NA,0,-7.61,0.05,-2.439,NA,NA,5e+06,0.99
"SONO",23.24,29.99,"UP",2057670079,"Consumer Discretionary",122700000,1.8e+09,1525,"2.1",17.74,NA,1.07,3.02,41.55,0,0.85,0.956,0.191,0.275,0.068,127880000,1.92
"SOTK",4.39,7.38,"UP",112680507,"Industrials",1400000,17200000,67,"2",71.69,NA,5.8,7.01,110.8,0,0.09,0.46,0.101,0.185,0.081,15730000,-0.13
"SP",27.94,28.24,"UP",868090690,"Consumer Discretionary",46500000,1.39e+09,10800,"-",15.78,1.58,0.57,2.94,15.43,1.25,2.17,0.928,0.203,0.102,0.034,21200000,1.4
"SPCB",1.08,0.61,"DOWN",4118715,"Technology",-12700000,15600000,114,"2",NA,NA,0.53,2.39,NA,10.74,-0.32,0.047,-2.894,-0.192,-0.816,35770000,0.36
"SPFI",19.04,27.93,"UP",538389392,"Finance",6e+07,142900000,609,"2",9.29,NA,3.7,1.46,3.57,0.34,3.27,0.245,0.148,0.206,0.404,17490000,0.61
"SPI",7.86,3.67,"DOWN",42282161,"Technology",-39700000,169700000,419,"-",NA,NA,0.24,1.18,NA,4.19,-1.58,0.02,-1.315,-0.261,-0.234,27430000,1.22
"SPLK",166.37,116.09,"DOWN",13565926000,"Technology",-998200000,3.04e+09,7000,"2.2",NA,NA,3.86,NA,52.15,NA,-6.22,0.885,4.223,-0.347,-0.328,161790000,1.43
"SPNE",16.5,13.31,"DOWN",239958060,"Health Care",-6.7e+07,2.09e+08,523,"1.5",NA,NA,1.16,0.84,NA,0,-1.83,0.737,-0.19,-0.172,-0.279,36770000,1.35
"SPNS",30.18,34.58,"UP",1091676306,"Technology",52800000,473300000,4044,"2",18.55,1.73,2.05,2.54,15.23,0.21,0.95,0.237,0.132,0.094,0.111,55110000,1.28
"SPOK",11.97,9.2,"DOWN",172910308,"Technology",-1.9e+07,135800000,390,"-",NA,NA,1.23,1.08,NA,0,-0.98,0.646,-0.118,-0.13,-0.14,19690000,0.34
"SPPI",3.46,1.35,"DOWN",87533979,"Health Care",-117300000,NA,163,"2",NA,NA,NA,2.14,NA,0,-0.71,0.317,-2.175,NA,NA,175570000,2.03
"SPRB",22.76,5.02,"DOWN",27329890,"Health Care",-44300000,NA,17,"2",NA,NA,NA,0.26,NA,0.05,-1.89,0.858,-0.421,NA,NA,23560000,NA
"SPRO",17.93,15.34,"DOWN",69433604,"Health Care",-113300000,9900000,41,"2.5",NA,NA,6.73,1.75,NA,0,-3.48,0.521,-1.518,-0.644,NA,32980000,0.77
"SPSC",112.19,141.81,"UP",4531607381,"Technology",5.2e+07,431600000,1901,"2.1",84.38,5.63,9.96,8.43,68.7,0,1.41,NA,0.105,0.095,0.12,36090000,0.71
"SPT",47.56,93.47,"UP",3284569695,"Technology",-41300000,221200000,887,"1.6",NA,NA,14.39,20.85,263.08,0,-0.76,0.9569,-0.286,-0.195,-0.187,54500000,NA
"SPTN",18.02,25.87,"UP",1279422592,"Consumer Discretionary",60900000,9.2e+09,10100,"2.7",20.05,NA,0.13,1.52,1380.18,0.61,1.71,0.898,0.078,0.073,0.007,35190000,0.77
"SPWH",17.68,11.91,"DOWN",349618020,"Consumer Discretionary",96900000,1.48e+09,3300,"2.3",4.08,0.2,0.23,1.34,NA,0.36,2.19,NA,0.333,0.277,0.066,41960000,0.86
"SPWR",25.31,21.01,"DOWN",3233774782,"Technology",-108800000,1.48e+09,3660,"3.1",NA,NA,2.29,8.05,NA,1.32,-0.63,0.893,-0.407,-0.035,-0.105,173950000,1.8
"SQFT",4.13,3.87,"DOWN",14845589,"Real Estate",-7500000,17600000,18,"1",NA,NA,0.77,0.08,NA,0,-0.65,0.214,-0.065,0.006,-0.429,11800000,NA
"SRAX",2.89,4.54,"UP",43420044,"Consumer Discretionary",-16200000,26700000,10,"1.7",NA,NA,1.67,2.2,NA,0.06,-0.8,0.227,-1.305,0.002,NA,26080000,1.52
"SRCE",39.7,48.69,"UP",1440472339,"Finance",116200000,271500000,1130,"2.7",12.05,1.21,5.1,1.69,8.73,0.13,4.7,0.748,0.134,0.204,0.428,24660000,0.99
"SRCL",67.49,59.51,"DOWN",4100180945,"Utilities",-83300000,2.65e+09,14550,"2.4",NA,NA,1.68,1.89,577.15,0.72,-0.91,NA,-0.036,0.011,-0.033,92100000,1.25
"SRDX",44.25,47.98,"UP",476870250,"Health Care",-12800000,97900000,389,"1.5",NA,NA,4.61,3.57,NA,0.08,-0.92,0.929,-0.096,0.031,-0.131,13930000,0.98
"SRGA",62.4,21.67,"DOWN",20981618,"Health Care",-60800000,83600000,231,"2.5",NA,NA,0.13,0.5,NA,0.49,-12.77,0.172,-2.314,-7.494,-0.705,6640000,1.87
"SRNE",7.07,4.9,"DOWN",717448724,"Health Care",-523800000,5.5e+07,799,"2",NA,NA,11.46,4.27,NA,0.81,-1.53,0.347,-3.683,-1.693,NA,469310000,2.17
"SRPT",165.29,90.59,"DOWN",10022141234,"Health Care",-506600000,835200000,840,"1.9",NA,NA,10.89,12.52,NA,1.52,-5.87,0.847,-0.68,-0.179,-0.607,87510000,1.09
"SRRK",46.92,26.05,"DOWN",513308061,"Health Care",-125400000,42700000,145,"2",NA,NA,9.76,0.97,NA,0.15,-3.26,0.8994,-0.583,-0.585,NA,51640000,0.79
"SRTS",3.86,7.21,"UP",233587301,"Health Care",25100000,4.1e+07,37,"2",5.06,NA,3.04,2.79,28.28,0,1.51,0.32,0.749,0.158,0.613,16500000,0.75
"SSB",71.69,80.55,"UP",6860826504,"Finance",459400000,1.24e+09,4929,"2.3",14.2,1.18,5.39,1.32,27.04,0.08,6.22,0.856,0.087,0.181,0.346,75460000,0.79
"SSBI",11.91,15.49,"UP",99676801,"Finance",16100000,45600000,107,"-",6.32,NA,2.2,1.2,1.47,0.07,2.41,0.161,0.183,0.334,0.336,6690000,0.53
"SSKN",1.47,1.4,"DOWN",28472898,"Health Care",-5800000,32900000,115,"1",NA,NA,0.77,1.29,NA,0,-0.17,0.673,-0.236,-0.074,-0.175,34720000,1.77
"SSNC",70.81,82.22,"UP",13170835897,"Technology",693600000,5.24e+09,24900,"2",18.87,2.4,2.4,2.08,10.57,1.2,2.61,0.856,0.131,0.079,0.152,254900000,1.44
"SSNT",3,4.44,"UP",19625542,"Technology",-7e+05,42300000,165,"2",NA,NA,0.55,2.52,NA,0.26,-0.15,0.113,-0.08,-0.008,-0.018,5140000,1.49
"SSP",15.1,19.66,"UP",1186999264,"Industrials",123900000,2.34e+09,5600,"2.6",7.53,0.75,0.35,0.54,5.67,1.92,1.38,0.772,0.08,0.084,0.053,83270000,1.84
"SSSS",13.47,12.85,"DOWN",113334644,"Finance",NA,1760000,9,"1.2",0.45,NA,62.85,0.26,NA,NA,8.67,0.2013,NA,NA,NA,28330000,NA
"SSTI",39.1,30.23,"DOWN",460931896,"Technology",-9e+05,69700000,167,"2",NA,NA,6.26,8.1,NA,0,-0.09,0.589,-0.02,-0.122,-0.012,12150000,1.39
"SSYS",20.58,24.77,"UP",969223518,"Technology",-68200000,656100000,2039,"2.8",NA,NA,1.34,0.94,NA,0,-1.04,0.628,-0.072,-0.064,-0.104,66570000,1.31
"STAA",81.59,93.67,"UP",3443868595,"Health Care",33600000,261700000,692,"1.7",85.17,2.84,10.23,9.28,112.97,0,0.68,0.984,0.124,0.102,0.128,47890000,1.1
"STAB",3.5,2.24,"DOWN",7251411,"Health Care",-104300000,2500000,46,"-",NA,NA,2.31,NA,NA,NA,-2.3,0.062,-6.417,-7.156,NA,49670000,0.99
"STAF",42.57,9.3,"DOWN",6385444,"Consumer Discretionary",-4400000,207200000,200,"2",0.12,NA,0.03,0.23,NA,0.97,19.52,0.015,-0.208,0.386,-0.021,2430000,1.01
"STBA",24.64,31.45,"UP",1478974224,"Finance",NA,326590000,1160,"2.8",36.3,3.63,4.38,1.21,NA,0.06,1.01,0.631,NA,0.171,NA,39080000,0.75
"STCN",0.78,1.45,"UP",83530790,"Consumer Discretionary",-25300000,286200000,3120,"-",NA,NA,0.29,NA,NA,NA,-0.41,0.471,2.541,-0.038,-0.118,59850000,0.48
"STEL",25.3,28.88,"UP",1742413080,"Finance",34500000,146400000,506,"3",24.34,NA,11.89,1.66,294.99,0,1.41,0.224,0.065,0.225,0.236,52300000,0.94
"STEP",38.24,41.59,"UP",1833294554,"Finance",141200000,987800000,840,"2.8",15.13,1.63,3.13,2.21,19.46,0.08,1.91,0.89,0.184,0.491,0.143,61140000,NA
"STGW",2.38,8.6,"UP",1009519743,"Consumer Discretionary",19400000,2.39e+09,9100,"3",287.08,47.85,0.84,2.53,60.9,4.01,0.02,0.889,0.062,0.041,0.008,296560000,0.96
"STIM",10.64,4.19,"DOWN",88094315,"Health Care",-3.7e+07,59300000,184,"2.2",NA,NA,1.75,1.57,NA,0.52,-1.4,0.72,-0.461,-0.229,-0.624,26790000,1.98
"STKL",11.19,6.83,"DOWN",1210405370,"Basic Materials",-4800000,886400000,1380,"2",NA,NA,1.25,3.58,NA,0.94,-0.04,0.625,-0.006,0.009,-0.002,107620000,1.52
"STKS",3.66,12.58,"UP",245523496,"Consumer Discretionary",25400000,311200000,243,"1.7",6.71,5.59,0.53,2.37,21.03,0.34,0.75,0.398,0.405,0.42,0.082,32600000,2.29
"STLD",36.62,61.88,"UP",16515124588,"Industrials",4.32e+09,2.275e+10,10640,"2.5",4.06,0.14,0.69,2.08,5.17,0.38,22.68,0.889,0.599,0.355,0.19,180260000,1.47
"STNE",82.67,17,"DOWN",3221348465,"Technology",-549700000,1.74e+09,15485,"2.7",NA,NA,1.75,1.32,5.23,0.54,-1.77,0.713,-0.212,0.113,-0.316,312160000,2.14
"STOK",58.07,24.07,"DOWN",587347764,"Health Care",-96300000,6200000,102,"1.5",NA,NA,74.67,1.87,NA,0,-2.56,NA,-0.419,NA,NA,39260000,0.69
"STRA",91.84,58.32,"DOWN",1701326542,"Consumer Discretionary",47800000,1.07e+09,3742,"2",39.6,2.64,1.81,1.13,71.96,0.09,1.98,NA,0.028,0.028,0.044,23800000,0.49
"STRL",17.88,26.22,"UP",823564682,"Industrials",NA,1.68e+09,3000,"2.5",18.49,1.68,0.59,3.34,NA,NA,1.76,0.8487,NA,NA,NA,30230000,NA
"STRM",1.6,1.42,"DOWN",100284129,"Technology",-10400000,23500000,134,"2",NA,NA,3.53,2.85,NA,0.35,-0.22,0.237,-0.326,-0.195,-0.443,47230000,1.09
"STRO",20.73,15.06,"DOWN",386516352,"Health Care",-134100000,53200000,242,"1.8",NA,NA,6.81,1.65,NA,0.11,-2.89,0.924,-0.556,-0.355,NA,52160000,1
"STRR",3.09,3.04,"DOWN",15383798,"Health Care",-13700000,114200000,458,"2",NA,NA,0.15,0.4,5.74,0.3,-1.9,0.043,-0.528,-0.242,-0.12,15380000,0.49
"STRS",24.16,35.6,"UP",241993089,"Real Estate",5.9e+07,25500000,48,"-",3.82,NA,9.02,0.86,NA,0.44,7.09,0.506,NA,0.274,NA,8270000,1.03
