"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"FOR",20.17,21.65,"UP",575219589,"Finance",1.72e+08,1.56e+09,250,2,3.38,0.87,0.36,0.51,24.65,0.62,3.45,0.357,0.159,0.063,0.111,49900000,1.69
"FOUR",71.74,59.17,"DOWN",2525277522,"Technology",-1.6e+07,1.69e+09,1732,2.2,0,0,1.2,16.28,19.49,0,-0.3,0,-0.061,-0.023,-0.009,80210000,0
"FPH",5.3,6.66,"UP",157184582,"Real Estate",-3900000,213200000,160,2,0,0,0.72,0.6,0,1.13,-0.13,0.812,-0.071,0.003,-0.204,147750000,1.35
"FPI",8.46,12,"UP",764723129,"Real Estate",9e+06,59400000,25,2.6,71.24,0,12.65,1.28,326.57,0.71,0.19,0.449,0.017,0.017,0.151,53490000,0.8
"FR",40.84,66.02,"UP",6298219684,"Real Estate",391200000,516900000,162,2.3,15.86,1.59,12.12,2.57,0,0.82,2.97,0.974,0.171,0.046,0.757,132090000,0.98
"FRC",147.22,206.82,"UP",21988875787,"Finance",1.53e+09,5.19e+09,6902,2.2,13.33,1.75,3.94,1.57,15.53,0.1,8.39,0.955,0.115,0.264,0.275,1.83e+08,1.07
"FRO",6.4,7.05,"UP",2797256600,"Consumer Discretionary",64800000,903300000,79,1.6,43.87,0,3.19,1.48,0,1.22,0.31,0.211,0.038,0.002,0.072,206980000,0.25
"FRT",82.27,137.12,"UP",8020428280,"Real Estate",271500000,1.02e+09,310,2.3,29.9,0,8.08,3.12,115.15,1.56,3.48,0.963,0.11,0.06,0.266,80910000,1.15
"FSLY",86.14,37.23,"DOWN",1032730000,"Technology",-194400000,389400000,976,3.2,0,0,2.73,1.07,0,0.76,-1.64,0.672,-0.194,-0.11,-0.499,121240000,1.23
"FSS",32.41,42.87,"UP",2835509917,"Technology",102700000,1.3e+09,3900,1.7,28.31,1.77,2.15,3.53,0,0.4,1.67,0.979,0.131,0.097,0.079,60400000,1.02
"FTCH",62,34.01,"DOWN",3224025901,"Consumer Discretionary",1.67e+09,2.34e+09,6464,2.3,2.23,0,1.33,3.25,0,0.8,3.64,0.966,4.123,-0.585,0.714,382810000,2.8
"FTI",6.89,5.84,"DOWN",4777614878,"Industrials",-162400000,6.53e+09,20610,2.3,0,0,0.82,1.74,47.02,0.45,-0.36,0.992,-0.068,-0.025,-0.035,450100000,1.8
"FTK",1.98,1.18,"DOWN",88409503,"Energy",-20200000,64600000,131,3,0,0,1.41,2.4,0,2.34,-0.27,0.369,-0.753,-1.217,-0.312,74860000,1.79
"FTS",40.81,47.96,"UP",18616643000,"Utilities",1.29e+09,1.046e+10,9095,3,14.44,2.72,2.45,0.96,0,1.49,2.7,0.5555,0.07,0.051,0.123,479400000,0.19
"FTV",68.81,76.03,"UP",22604809284,"Industrials",697400000,5.67e+09,18000,2.1,33.51,3.99,4.02,2.44,24.49,0.38,1.93,0.972,0.073,0.054,0.122,355200000,1.13
"FUBO",24.24,16.14,"DOWN",675403720,"Industrials",-474700000,851700000,530,2.6,0,0,0.79,1.06,0,0.65,-3.02,0.441,-0.733,-0.355,-0.557,185300000,3.04
"FUL",52.5,80.44,"UP",3711113962,"Industrials",182900000,3.69e+09,6500,2.2,21.53,1.46,1.02,2.43,0,1.22,3.32,0.992,0.114,0.059,0.05,53640000,1.51
"FUN",39.64,50.09,"UP",2346614904,"Consumer Discretionary",8.3e+07,1.71e+09,4000,2,27.74,0,1.31,0,8.3,0,1.44,0.679,-0.115,0.067,0.048,56760000,1.56
"FVRR",198.75,117.57,"DOWN",1152285970,"Consumer Discretionary",-92700000,325800000,787,2.2,0,0,3.14,4.26,32.96,1.9,-2.53,0.539,-0.31,-0.063,-0.285,37030000,1.67
"G",40.48,53.18,"UP",8891621847,"Consumer Discretionary",343300000,4.25e+09,109600,0,25.81,2.21,2,4.89,28.51,0.9,1.8,0,0.184,0.11,0.081,184420000,1.31
"GATO",15.38,10.13,"DOWN",227452485,"Basic Materials",0,0,21,3,0,0,0,0.63,0,0,-0.21,0.8715,0,0,0,69130000,0
"GATX",82.26,103.11,"UP",3669258500,"Consumer Discretionary",168500000,1.27e+09,1863,1.6,22.32,1.86,2.85,1.9,0,3.28,4.69,0,0.084,0.031,0.133,35200000,1.08
"GB",13.04,6.36,"DOWN",794975039,"Technology",-58100000,163400000,1411,0,0,0,4.87,99,0,110.87,-0.32,0.887,0.461,-0.127,-0.356,181050000,0.46
"GBCI",45.62,56.54,"UP",6346126789,"Finance",274200000,797400000,3396,2.7,23.42,2.34,8.1,2.32,19.7,0.4,2.48,0.729,0.093,0.131,0.344,110770000,0.81
"GBLI",28.28,25.1,"DOWN",351607263,"Finance",-9900000,634500000,360,0,0,0,0.53,0.52,7.08,0,-0.71,0.71,-0.015,0.048,-0.016,14540000,0.36
"GBTG",10.4,9.86,"DOWN",314906032,"Technology",-19400000,1.32e+09,17500,2.2,0,0,1.94,0.78,0,0.01,-0.19,0.622,0.009,0,0,102100000,0
"GBX",35.42,45.48,"UP",1155559346,"Industrials",46900000,2.98e+09,14400,2.2,27.11,3.87,0.4,0.96,0,1.23,1.39,0.962,0.037,0.035,0.016,32600000,1.47
"GCI",3.17,5.23,"UP",211949027,"Consumer Discretionary",-64400000,3.12e+09,16300,4.5,0,0,0.09,0.6,0,2.66,-0.49,0.686,-0.126,0.007,-0.021,137130000,2.32
"GD",145.94,207.54,"UP",68219925829,"Industrials",3.35e+09,3.885e+10,103100,2.1,20.95,1.95,1.78,3.9,21.26,0.65,12.01,0.873,0.19,0.12,0.086,273920000,0.9
"GDDY",81.78,84.2,"UP",12586092431,"Technology",343500000,4e+09,6611,1.9,33.38,1.11,2.73,0,12.99,0,2.06,0.994,-1.464,0.094,0.086,159820000,0.95
"GDOT",55.9,35.89,"DOWN",1028240867,"Finance",50300000,1.43e+09,1200,2.7,19.7,1.53,0.66,1.08,5.91,3.72,0.92,0.965,0.05,0.012,0.035,53930000,0.97
"GE",83.76,94.7,"UP",85249968283,"Consumer Discretionary",-5.169e+09,7.514e+10,168000,2.1,0,0,1.21,2.9,46.79,0.97,-4.7,0.71,-0.167,-0.058,-0.081,1.09e+09,1.22
"GEL",6.12,10.6,"UP",1416251933,"Energy",-109500000,2.66e+09,1903,2.7,0,0,0.52,2.46,0,7.66,-0.89,0.748,-0.184,0.016,-0.041,122580000,2.24
"GEO",8.75,7.72,"DOWN",1049184831,"Real Estate",71400000,2.31e+09,15800,2.5,16.29,1.09,0.51,1.07,0,2.68,0.58,0.869,0,0.043,0,121120000,0.55
"GFF",20.36,28.4,"UP",1844306412,"Industrials",135600000,2.52e+09,6700,1.2,12.49,0.61,0.71,1.79,0,1.75,2.52,0.774,0.287,0.071,0.097,51730000,1.55
"GFI",10.52,10.96,"UP",7027491134,"Basic Materials",789300000,4.2e+09,5957,2.2,9.85,1.37,1.88,2.1,0,0.36,0.88,0.304,0,0.247,0,891380000,0.68
"GGB",4.95,4.89,"DOWN",8261198916,"Industrials",3.15e+09,1.664e+10,40061,1.7,2.8,0.52,0.49,0.96,5.59,0.28,1.85,0.224,0.377,0.297,0.19,1.7e+09,1.52
"GGG",70.6,80.25,"UP",11690857771,"Industrials",454700000,2.13e+09,3800,2.6,26.08,2.51,5.36,6.46,331.31,0.07,2.62,0.91,0.262,0.243,0.214,169170000,0.81
"GHC",525.91,591,"UP",3046787744,"Consumer Discretionary",151500000,3.52e+09,18000,4,20.79,1.15,0.86,0.72,96.56,0.15,30.74,0.819,0.035,-0.003,0.043,4840000,1.03
"GHG",13.8,8.19,"DOWN",257624658,"Consumer Discretionary",16100000,165200000,2892,2,16.67,2.99,1.62,1.05,13.76,0.38,0.16,0.151,0.056,0.018,0.097,103050000,0.64
"GHL",12.4,18.2,"UP",127706513,"Finance",18200000,286900000,364,3.2,33.53,0,0.61,3.68,2.79,5.4,0.3,0.588,0.231,0.146,0.063,18240000,1.09
"GHLD",17.25,14.2,"DOWN",527740898,"Finance",380500000,1.43e+09,5100,2.2,1.43,0,0.37,0.45,0.43,1.59,6.19,0.23,0.365,0.09,0.266,61060000,0
"GHM",14.7,12.19,"DOWN",94641548,"Industrials",-5e+06,138700000,491,2,0,0,0.72,1.02,0,0.18,-0.47,0.686,-0.051,-0.077,-0.036,10610000,0.6
"GIC",35.79,40.5,"UP",1203442653,"Technology",87900000,1.15e+09,1480,2,10.52,0.58,0.82,4.56,0,0.05,2.31,0.317,0.605,0.446,0.094,3.8e+07,0.8
"GIL",27.36,42.15,"UP",5754931760,"Consumer Discretionary",666800000,3.26e+09,51000,1.9,8.21,4.56,1.6,2.83,12.76,0.49,3.46,0.833,0.354,0.241,0.205,185510000,1.3
"GIS",59.03,67.05,"UP",48408767614,"Consumer Staples",2.9e+09,1.917e+10,32500,3.1,16.65,3.07,2.49,4.49,31.37,1.09,4.75,0.786,0.287,0.135,0.151,600200000,0.32
"GKOS",70.43,45.84,"DOWN",2709689297,"Health Care",-55800000,288300000,727,2.3,0,0,7.98,3.96,0,0,-1.19,0.924,-0.095,-0.035,-0.194,47360000,1.26
"GL",92.4,94.14,"UP",11242339673,"Finance",706100000,5.19e+09,3222,2.7,16,1.07,2.15,2.09,8.26,0.4,7.09,0.841,0.099,0.078,0.141,98220000,0.84
"GLOB",210.32,315.14,"UP",7902565363,"Technology",128200000,1.55e+09,25900,1.7,53.37,0,4.32,4.86,0,0.11,3,0.974,0.097,0.08,0.083,41830000,1.41
"GLOP",2.78,4.13,"UP",405213211,"Energy",-37100000,339100000,2397,3,0,0,1.23,0.68,1.99,1.6,-0.73,0.241,-0.033,0.024,-0.06,52760000,2.37
"GLP",16.9,23.28,"UP",1159704239,"Energy",227100000,1.724e+10,3490,3,4.5,0,0.06,1.93,3.71,2.05,6.66,0.281,0.532,0.084,0.013,33930000,1.38
"GLS",10.27,9.96,"DOWN",25166618,"Health Care",0,15600000,108,0,0,0,1.13,3.6,0,6.51,0,0.341,0,0.32,0,72420000,0
"GLT",16.28,17.32,"UP",127222074,"Basic Materials",-113600000,1.36e+09,3250,2,0,0,0.11,0.42,0,2.08,-2.54,0.86,-0.237,0.017,-0.083,44840000,1.42
"GLW",34.92,37.21,"UP",27192835738,"Technology",1.84e+09,1.446e+10,61200,2,15.46,1.8,1.91,2.47,95.66,0.6,2.14,0.711,0.154,0.084,0.127,8.43e+08,1.05
"GM",40.51,58.13,"UP",55876004633,"Consumer Discretionary",8.63e+09,1.4721e+11,157000,2,6.69,0.43,0.38,0.87,7.15,1.73,5.89,0.852,0.137,0.039,0.059,1.45e+09,1.32
"GME",4.31,38.83,"UP",8593798274,"Consumer Discretionary",-519500000,6.06e+09,12000,4,0,0,1.29,5.83,0,0.03,-1.71,0.273,-0.338,-0.226,-0.086,304200000,-0.35
"GMED",63.34,72.51,"UP",6659468471,"Health Care",1.55e+08,973900000,2400,2.2,43.01,5.92,6.57,3.81,40.91,0,1.49,0.774,0.089,0.081,0.159,100670000,1.06
"GMRE",12.51,17.83,"UP",594663801,"Real Estate",12400000,125900000,26,1.7,47.64,5.29,4.77,1.07,61.24,1.18,0.19,0.695,0.022,0.015,0.098,65510000,1.06
"GNE",7.31,5.53,"DOWN",255405473,"Utilities",72300000,304200000,186,3,3.57,0,0.77,1.69,2.48,0,2.72,0.26,0.687,0,0.251,25460000,0.36
"GNK",7.58,15.52,"UP",570333899,"Consumer Discretionary",237100000,612500000,990,1.9,2.65,0,0.96,0.65,3.04,0,5.54,0.708,0.261,0.17,0.387,42380000,1.03
"GNL",16.95,15.33,"DOWN",1268618826,"Real Estate",-6700000,394600000,1,2.5,0,0,3.36,0.88,19.72,1.58,-0.06,0.738,-0.004,0.025,-0.017,103650000,1.15
"GNRC",224.56,352.96,"UP",7375343420,"Consumer Discretionary",500100000,4.44e+09,8955,1.6,12.65,2.05,1.42,2.58,132.75,0.57,7.75,0.943,0.229,0.183,0.113,63660000,1.17
"GNW",2.69,4.12,"UP",2367464580,"Finance",7.99e+08,7.58e+09,2500,0,2.98,0.6,0.31,0.2,3.91,0.15,1.55,0.781,0.061,0.062,0.114,5.09e+08,1.13
"GOL",9.05,6.15,"DOWN",5784933176,"Consumer Discretionary",-888500000,2.59e+09,13751,2.4,0,0,2.14,0,20.28,0,-4.44,0.094,0.227,-2.263,-0.344,197410000,1.08
"GOLF",40.84,53.11,"UP",3311921692,"Consumer Discretionary",160300000,2.21e+09,6500,2.6,20.12,4.02,1.37,2.97,0,0.37,2.17,0.521,0.148,0.144,0.073,72910000,0.78
"GOTU",48.75,1.89,"DOWN",174552170,"Real Estate",-103400000,500100000,9015,3.7,0,0,0.38,0.46,0,0,-0.4,0.151,-0.264,-1.118,-0.207,258270000,-1.09
"GPC",98.44,139.38,"UP",25093547205,"Consumer Discretionary",1.19e+09,2.138e+10,52000,2.8,21.62,4.7,1.18,6.94,39.53,0.88,8.33,0.82,0.33,0.147,0.056,141340000,1
"GPI",124.44,194.24,"UP",2637048000,"Consumer Discretionary",738200000,1.542e+10,13711,2.2,3.89,0.34,0.16,1.22,4.99,1.21,45.55,0.9971,0.331,0.161,0.043,15200000,1.49
"GPK",16.9,19.37,"UP",7045288709,"Basic Materials",4.05e+08,9.04e+09,25000,2,17.36,0.6,0.77,3.59,10.6,2.81,1.31,0.977,0.211,0.043,0.045,308800000,0.99
"GPMT",9.64,11.72,"UP",410955264,"Real Estate",9e+06,192300000,33,2.2,49.32,10.05,1.97,0.37,0,2.89,0.15,0.673,0.009,0.017,0.047,53510000,1.57
"GPN",207.22,136.29,"DOWN",31727805859,"Consumer Discretionary",70600000,8.92e+09,25000,1.9,442.59,31.1,3.1,1.2,19.7,0.61,0.22,0.882,0.003,0.032,0.008,275030000,1.03
"GPRK",12.6,11.16,"DOWN",881857260,"Energy",172800000,936700000,463,1.7,5.54,0,0.95,47.39,4.69,31.86,2.83,0.455,-4.103,0.187,0.184,60050000,1.52
"GPS",19.22,17.9,"DOWN",4100682559,"Consumer Discretionary",-3.97e+08,1.58e+10,97000,3.3,0,0,0.25,1.78,0,0.8,-1.07,0.605,-0.148,0.095,-0.024,3.67e+08,1.79
"GRBK",21.86,30.1,"UP",1066022764,"Consumer Discretionary",273400000,1.71e+09,540,2.6,3.74,2.17,0.53,1.09,12.59,0.45,5.46,0.847,0.326,0.148,0.16,48050000,1.56
"GRC",31.65,44.21,"UP",707695348,"Industrials",15300000,469200000,1150,1,48.1,3.21,1.55,2.27,0,1.31,0.59,0.629,0.046,0.09,0.033,26090000,0.73
"GRMN",118.8,136.71,"UP",16887509137,"Industrials",966400000,4.95e+09,18700,0,17.32,3.09,3.37,2.84,0,0,5,0.554,0.16,0.179,0.195,192670000,0.98
"GS",265,385.52,"UP",117766089070,"Finance",1.339e+10,6.163e+10,47000,2.2,9.66,0,1.98,1.2,0,8.66,37.54,0.708,0.179,0.022,0.296,3.55e+08,1.39
"GSK",38.42,44.92,"UP",67335436996,"Health Care",4.51e+09,3.753e+10,90096,2.2,12.67,1.09,1.72,2.74,10.7,1.35,2.52,0.142,0.289,0.148,0.139,2.03e+09,0.7
"GSL",11.75,22.49,"UP",630517668,"Consumer Discretionary",253700000,600200000,7,1.5,2.6,0.22,1.06,0.8,2.14,1.33,6.97,0.53,0.339,0.133,0.423,36760000,1.72
"GTES",12.5,15.87,"UP",3144670852,"Industrials",217500000,3.48e+09,15050,2.2,15.18,9.66,0.89,1.07,26.54,0.87,0.74,0,0.072,0.082,0.062,281770000,1.58
"GTLS",118.41,159.22,"UP",8237316155,"Technology",76500000,1.55e+09,4771,1.9,128.14,2.47,5.41,5.22,1353.48,0.52,1.84,0,0.047,0.03,0.049,36640000,1.48
"GTN",17.6,20.35,"UP",1304718549,"Industrials",1.21e+08,3.02e+09,8608,1.7,7.3,0.2,0.27,0.47,7.08,3.65,1.28,0.926,0.068,0.036,0.04,9.3e+07,1.65
"GTY",26.99,32.15,"UP",1471171808,"Real Estate",78900000,161800000,31,2.2,18.76,0,9.11,1.98,140.33,0.83,1.7,0.738,0.106,0.052,0.492,46730000,0.91
"GVA",26.62,38.26,"UP",1478385210,"Industrials",28100000,2.64e+09,1900,2.2,50.13,7.16,0.55,1.57,0,0.3,0.68,0,0.069,0.002,0.024,43970000,1.43
"GWH",10.1,11.64,"UP",643119505,"Industrials",-253100000,7e+05,160,2,0,0,890.45,3.27,0,0.01,-2.7,0.409,-4.329,0,0,152720000,0
"GWRE",126.06,113.09,"DOWN",4997133515,"Technology",-180400000,812600000,3376,2.4,0,0,5.72,3.14,0,0.25,-2.16,0,-0.123,-0.083,-0.222,83960000,1.25
"GWW",393.72,516.66,"UP",29460526448,"Consumer Discretionary",1.45e+09,1.479e+10,22700,2.5,21.13,0.76,2.01,13.1,55.03,1,28.17,0.742,0.683,0.278,0.098,50800000,1.24
"H",71,95.01,"UP",10283529468,"Consumer Discretionary",2.24e+08,4.69e+09,44000,2.5,43.54,0,2.1,2.74,17.06,1.05,2.07,0,0.063,-0.079,0.048,109950000,1.37
"HAE",119.07,53.56,"DOWN",4355748170,"Health Care",67700000,1.03e+09,2821,2.3,63.55,6.36,4.23,5.56,49.42,1,1.31,0,0.092,0.04,0.066,51220000,0.39
"HAL",18.83,22.76,"UP",33134626893,"Energy",1.74e+09,1.899e+10,40000,2,20.49,0.39,1.89,4.71,85.91,0,1.93,0.839,0.244,0.126,0.092,9.08e+08,2.24
"HASI",62.91,53.64,"DOWN",2387705168,"Real Estate",85700000,223900000,99,2.2,31.18,2.87,11.04,1.58,0,1.81,0.91,0.966,0.056,0.032,0.383,87050000,1.52
"HBI",14.45,16.8,"UP",2388509831,"Consumer Discretionary",446900000,6.63e+09,59000,2.8,5.56,0,0.37,3.47,0,5.28,1.27,0.924,0.597,0.17,0.064,349770000,1.49
"HCA",163.64,258.11,"UP",62459466728,"Health Care",5.38e+09,5.98e+10,204000,1.8,12.1,2.36,1.01,0,15.51,0,17.71,0.673,-3.708,0.225,0.114,292530000,1.7
"HCI",51.75,86.43,"UP",334285977,"Finance",-14200000,464500000,513,2.3,0,0,0.68,1.35,523.44,0.89,-1.66,0.686,-0.048,0.036,-0.031,9020000,0.8
"HD",263.92,409.94,"UP",303115162508,"Consumer Discretionary",1.689e+10,1.5524e+11,490600,2.1,17.84,1.14,1.91,1262.04,85.76,173.11,16.27,0.713,0,0.462,0.109,1.02e+09,0.96
"HDB",70,64.71,"DOWN",116040813000,"Finance",4.66e+09,1.611e+10,129341,1,25.57,1.29,6.41,3.93,16.49,0.62,2.52,0.182,0.171,0.121,0.29,1.85e+09,0.78
"HE",34.7,41.6,"UP",4146689243,"Utilities",239600000,3.21e+09,3597,3.5,17.11,13.16,1.28,1.83,0,1.23,2.18,0.577,0.103,0.067,0.075,109430000,0.39
"HEI",127.62,144.4,"UP",22338200567,"Industrials",340500000,2.11e+09,5600,2.2,63.43,4.58,8.89,8.69,49.44,0.1,2.47,0.714,0.145,0.134,0.162,135980000,1.15
"HES",52.8,73.96,"UP",44030335782,"Energy",1.86e+09,1.063e+10,1545,2.3,24.74,0.38,4.27,6.46,28.3,1.19,6.01,0.898,0.114,0.084,0.068,309700000,1.61
"HESM",19.19,27.61,"UP",1280922847,"Energy",7.9e+07,1.28e+09,199,2.5,14.45,1.3,6.05,5.18,13.53,11.81,2.04,0.889,0.276,0.257,0.043,43700000,1.63
"HGV",30.11,51.63,"UP",4645930662,"Consumer Discretionary",2.98e+08,3.49e+09,13000,1.7,14.57,0.43,1.25,2.15,7.63,1.83,2.54,0.999,0.149,0.048,0.085,1.21e+08,1.98
"HHC",77.57,100.54,"UP",3085875058,"Real Estate",141500000,1.51e+09,646,1.8,22.55,1.13,2.02,0.93,0,1.41,2.75,0.98,0.039,0.023,0.094,50790000,1.39
"HI",38.52,51.8,"UP",3065156960,"Consumer Discretionary",207100000,2.95e+09,10500,1.7,15.78,1.32,1.03,2.83,45.6,0,2.83,0.899,0.172,0.137,0.07,71400000,1.42
"HIG",48.29,69.12,"UP",23084439278,"Finance",1.93e+09,2.216e+10,18100,2,12.88,0.87,1.04,1.89,6.54,0,5.74,0.954,0.13,0.116,0.087,322100000,0.92
"HII",164.05,185.23,"UP",10251390322,"Industrials",5.85e+08,1.025e+10,44000,2.7,16.78,1.21,0.95,3.32,30.72,1.05,14.56,0.903,0.217,0.071,0.057,40100000,0.67
"HIL",1.91,1.91,"DOWN",192920016,"Consumer Discretionary",-2e+05,396800000,2578,0,0,0,0.48,1.95,0,0.59,0,0.604,-0.002,0.01,-0.001,57790000,1.22
"HIMS",15.68,6.38,"DOWN",937292210,"Consumer Discretionary",-8.3e+07,373700000,398,2.5,0,0,2.57,2.96,0,0,-0.41,0.556,-0.249,-0.335,-0.222,203950000,0
"HIW",38.23,44.9,"UP",2966573956,"Real Estate",253900000,820400000,348,2.4,11.7,1.46,3.63,1.2,17.03,1.2,2.42,0,0.103,0.044,0.31,105180000,1.09
